beta,lnalpha,lnalpha.c
1.7001983909192898e-5,2.4586989494755893,3.1739121138984085
2.2319388321486723e-5,2.4377869932370135,2.8853973837620392
1.0255943420005489e-6,0.9688702697397321,1.2710378084225096
2.389723610628727e-5,2.763027984296121,3.2269731074310357
1.408272887494772e-5,1.3359329731065905,1.755582911286969
1.4355197192176542e-5,1.6348580807274171,2.066502614011119
1.2427517728269993e-5,1.0468756242183814,1.4063908912377137
1.8208696287802842e-5,1.8852387790391674,2.3331152709434844
9.89030874877406e-6,1.5660420698019408,2.126862026735556
1.19210008257364e-5,1.5818937322135536,1.8292481677249017
5.173218067822311e-6,1.0080694402298775,1.3850228925527226
1.3254010042050511e-5,1.7557446061006106,2.035256677644039
1.0111082016293744e-5,1.251556818627118,1.6174904441702336
7.569981787092861e-6,1.4542651644710531,2.3310511414041954
1.69857916935585e-5,1.7548640506098705,2.2491146562065816
1.1372580729499218e-5,1.4138331775294708,1.6731899216858521
1.8508603088964225e-5,2.158452784275905,2.4509956182831605
1.3150697131765192e-5,1.4258591753827023,1.8478233282225587
1.835671538350514e-5,2.231577698537992,2.6527221013024986
7.861417573073036e-6,0.8115012836498003,1.235578644997259
1.3225245316552096e-5,1.3598092903468073,2.3263432018129326
2.3052444965123784e-5,1.1959120856663459,3.124661253431462
1.3455679550744187e-5,1.196863531008329,1.5737938369779672
1.2658942939202217e-5,2.1885931357310113,2.5135766263424655
1.6860664168710543e-5,2.153389043390559,2.659488719530707
2.0758520564581716e-5,1.6966309707106546,2.00107260036188
1.6433102061726444e-5,1.617207503536508,2.1186577887932296
6.1417724562194885e-6,1.0868480987445535,1.5455242552715776
5.989167886247623e-6,0.38276245239988416,1.077755454496634
9.887749393795511e-6,1.9740861123606328,2.353329196877765
1.212800495811109e-5,1.3090885931671599,1.6498022422048313
1.9438607278122434e-5,1.6593903538395072,1.9062474221768324
1.441856084547903e-5,1.743045241060114,2.3027042145528895
1.7886858801196117e-5,1.5841934459870917,2.274313971226964
1.4518636134917534e-5,1.4455013130469365,1.9951460833021144
1.02806677502386e-5,0.9539496936337796,1.2742578033282776
1.698839658772038e-5,2.1555731027749547,2.717485344670404
1.6554801040449237e-5,1.657254330709559,2.011867202680744
7.837077994632684e-6,1.7264894190671232,2.1089776520813297
1.891018828665215e-5,2.0072900913433243,2.917769769668251
1.4018416208422667e-5,1.5356501700874146,2.03976412644733
7.944816238942075e-6,1.3260327538288732,1.6360906541055575
1.1134572716952227e-5,1.1378984475493814,1.3782677183246181
1.1160502963562395e-5,1.677619085631497,1.9474096848754774
2.03307381243261e-5,1.8104697082685748,2.3942841333644758
1.0335087457109526e-5,1.2245752215612518,1.5752907144890873
1.6860568158293146e-5,1.9490248029612922,2.3223024953537275
2.0201197890761424e-5,1.684602251057131,2.1222240478764913
5.419665720063249e-6,1.270124734665276,1.708665275129704
8.853809246712049e-6,1.033307870025669,1.3653897517366693
1.1190707233252423e-5,1.099522420533483,1.3845491035212873
1.6376725234120337e-5,1.8765944965237922,2.3264053167196863
1.0970606755465919e-5,1.6390034285126802,2.0269664459013463
1.0195263863931111e-5,1.2494769290124093,1.559547692923745
7.727130442110281e-6,1.2232650082408514,1.604292289576497
4.677130188006613e-6,0.9380834376669497,1.4970672977211272
1.6941264843074652e-5,1.5227741313935101,1.9266536111424175
5.524466368554796e-6,1.0597798080114484,1.3752497817586726
1.1427893195286606e-5,1.4282817683535924,1.8523406921605106
1.8588344987604377e-5,2.3596652669037685,3.239555156902967
1.9298370201136335e-5,1.9251480345091025,2.2635135016483705
7.188331899534458e-6,2.2460005740233773,2.7043072394790526
9.598143983329847e-6,1.3298361910588663,1.8975366790470454
4.998596657023633e-6,1.137475976858092,1.46997902495494
1.2283930814776083e-5,1.7047630448888205,2.098552075403368
1.377602372323163e-5,1.5604550725317756,2.1143351927510805
1.2708194670058007e-5,1.269483664185427,1.6094839390582893
1.3058504781703437e-5,1.3974297807739142,1.6229640061151656
1.7451277572167524e-5,1.7681394955278666,2.165036185283619
1.3927161527585535e-5,1.9215850783279531,2.1692457968700505
1.2947133980563558e-5,1.8647769048467397,2.4273973863492357
7.346310012992162e-6,1.519303965219648,2.004744980097461
1.8099529796649216e-5,1.7236895195986808,2.1584002519344687
1.58482446827402e-5,2.0957414787727897,2.4353103828709517
1.253762177546848e-5,1.2264685738959162,1.7620407426814608
1.704947047412668e-5,1.2657139514351414,2.7663673449177093
1.8834304011933774e-5,2.3995953384086945,2.7450108733016916
1.4674262689001909e-5,1.4421445862523512,1.82042292866249
1.93063479768947e-5,2.2413206413886746,2.907066540192982
6.7053477605527504e-6,0.833357550406612,1.4230949879647337
8.389334507271922e-6,1.0318648846711194,1.3990033331696659
9.910714214410798e-6,1.5864672872057701,1.8327382411614
1.8275955712370487e-5,1.9084208889424352,2.2032471506022864
1.3422331340533737e-5,1.4310427415247406,1.7583020733008063
1.8533210150522418e-5,1.873020824428392,2.361467682119737
1.7927317264162583e-5,1.2025055497492638,2.385238202996844
9.184621203617734e-6,2.2963176897192694,3.0945537056897408
1.2448860858119066e-5,1.328553230983537,1.57946608132376
2.7000291471903022e-5,2.942781134960247,3.491668630987899
6.485068176598699e-6,1.5080368154454435,1.913538032109913
1.9885830012950155e-5,1.935823555722128,2.366918369828758
1.639527787635482e-5,1.8943790868942432,2.5029150813512113
1.5111114182915173e-5,1.4861994184374607,2.189474753947724
1.4820934973470111e-5,1.4800533196335055,1.8878348736957664
