,beta,lnalpha,lnalpha.c,Smsy_lambert,Umsy_lambert,,,
566500,1.06161E-05,1.654069808,2.095066208,69860.51208,0.74164511,,,
566600,1.07091E-05,1.559386466,2.092818231,69210.52416,0.741183247,,,
566700,2.12471E-05,1.926884117,2.445313682,37930.19119,0.805905184,,,
566800,7.46626E-06,1.416673713,1.667498535,85925.93497,0.641545365,,,
566900,2.34193E-05,2.174797315,2.822458608,36702.67237,0.859550601,,,
567000,1.05561E-05,1.405722304,1.708048733,61777.45664,0.652128013,,,
567100,1.91324E-05,2.010296356,3.313274406,47543.20159,0.909613545,,,
567200,7.41513E-06,1.462178037,1.896991059,94183.87876,0.698385498,,,
567300,2.03208E-05,2.580474521,4.124798863,47137.3931,0.957867318,,,
567400,8.45614E-06,1.788568438,2.397199662,94363.56073,0.797951609,,,
567500,1.42678E-05,1.862731916,2.243027885,54011.66777,0.770626087,,,
567600,6.89417E-06,1.030928202,1.47479035,85291.89247,0.588017046,,,
567700,1.63798E-05,2.170621037,2.597753512,50634.72021,0.829388321,,,
567800,1.26967E-05,1.663622853,2.378249056,62594.428,0.794745321,,,
567900,1.18166E-05,1.801519252,2.377198778,67241.62325,0.794566394,,,
568000,5.32018E-06,1.456783116,1.741298465,124174.6471,0.66063105,,,
568100,1.15366E-05,1.317800218,1.879566471,60184.86166,0.694327022,,,
568200,1.39587E-05,1.246865389,1.693961549,46456.96877,0.648478148,,,
568300,1.20226E-05,1.911713048,2.523129621,68056.29935,0.818212541,,,
568400,7.65797E-06,1.289719296,1.900667254,91308.28173,0.699236434,,,
568500,1.83979E-05,2.24116369,2.587247885,44997.08418,0.827851292,,,
568600,5.16645E-06,1.181657928,1.511403307,115863.2967,0.598601852,,,
568700,1.44739E-05,1.706657873,2.590184998,57226.07824,0.828282193,,,
568800,2.34898E-06,0.911514858,1.255425643,221574.1404,0.520472211,,,
568900,1.79499E-05,1.689558018,2.15247575,41962.2282,0.753219549,,,
569000,8.07613E-06,1.35115605,1.750066836,82074.8827,0.662847351,,,
569100,1.58681E-05,1.942115882,2.348919232,49766.45247,0.789699832,,,
569200,1.26896E-05,1.402539013,1.710727358,51445.37141,0.652818829,,,
569300,1.73829E-05,1.329191051,1.995709399,41454.47403,0.720599687,,,
569400,2.79218E-06,1.143595075,1.553789143,218686.0436,0.610611479,,,
569500,8.75171E-06,1.217121901,1.776269525,76488.60693,0.669405822,,,
569600,1.56457E-05,0.986437667,5.371745601,63118.19502,0.987527365,,,
569700,2.01234E-05,2.330998203,2.786709238,42492.1676,0.855087066,,,
569800,1.93383E-05,2.263273119,2.67864254,43480.14668,0.84083413,,,
569900,4.03208E-06,1.029176776,1.426095378,142267.7427,0.573635265,,,
570000,1.9154E-05,1.554578864,2.122721579,39013.94607,0.747273637,,,
570100,1.76035E-05,2.044687407,2.46988983,46005.90656,0.809865623,,,
570200,1.63418E-05,1.560986503,2.342924724,48260.12423,0.788656102,,,
570300,1.82487E-05,1.839604864,2.120537906,40925.1586,0.746832793,,,
570400,9.66886E-06,1.432916459,1.698286426,67184.91254,0.649601688,,,
570500,1.67081E-05,1.760161617,1.983140311,42963.9591,0.717844251,,,
570600,1.31079E-05,2.045307713,2.453411822,61582.70331,0.807217767,,,
570700,8.58025E-06,0.954981386,1.520866242,70080.18158,0.601305763,,,
570800,1.78079E-05,1.953352588,2.331438541,44173.92483,0.786644245,,,
570900,2.19347E-05,2.491476846,3.145897129,40790.29144,0.894724317,,,
571000,1.11442E-05,1.610017207,1.942467042,63600.9161,0.708782426,,,
571100,9.97922E-06,1.557581233,1.926246187,70657.43731,0.7051062,,,
571200,1.19874E-05,1.56780943,1.974015086,59715.43995,0.715830544,,,
571300,8.20212E-06,1.412030303,1.979745901,87428.22201,0.717096494,,,
571400,2.20111E-05,2.265937186,2.780885019,38814.46268,0.854348249,,,
571500,2.66725E-05,2.629246432,3.102710602,33387.87525,0.890537485,,,
571600,2.16676E-05,2.123309203,2.737675176,39172.0503,0.848763662,,,
571700,1.11768E-05,1.05337859,1.379209187,50055.49408,0.559458518,,,
571800,4.42588E-06,0.821636213,1.300134765,120838.0558,0.534814893,,,
571900,1.64956E-05,1.702895884,2.01451331,43931.81134,0.72468261,,,
572000,2.24432E-05,2.110865018,2.735192408,37803.80486,0.848437199,,,
572100,1.28273E-05,1.408527734,1.760616538,51881.33757,0.665499533,,,
572200,1.64068E-05,1.988583964,2.356289637,48210.32089,0.790977286,,,
572300,1.45515E-05,2.023874046,2.58741949,56892.88607,0.827876493,,,
572400,1.0312E-05,1.73040479,2.336706808,76374.01929,0.787568958,,,
572500,7.73922E-06,1.410688288,1.936826919,91418.53972,0.707508216,,,
572600,1.09814E-05,0.945594771,2.767273136,77641.48305,0.852608714,,,
572700,1.25969E-05,1.52045872,1.910683735,55691.96631,0.701545603,,,
572800,1.45841E-05,1.582363727,2.028735733,49899.64424,0.727739561,,,
572900,1.87426E-05,2.150428012,2.678025144,44857.74853,0.840749335,,,
573000,1.09214E-05,1.596814013,1.895667873,63918.1725,0.698078765,,,
573100,1.62074E-05,1.506728622,2.860061254,53315.93721,0.86411499,,,
573200,1.88978E-05,2.690515981,3.64426117,49397.86113,0.933512958,,,
573300,2.48929E-05,2.285115107,2.639465709,33558.8355,0.83537579,,,
573400,1.62322E-05,2.238209507,2.658450138,51628.26991,0.838040592,,,
573500,1.47651E-05,1.706566641,2.192185577,51539.03171,0.760979523,,,
573600,9.59867E-06,0.785708158,1.789482584,70080.14669,0.672676447,,,
573700,1.50095E-05,2.506833378,3.930170212,63243.35599,0.949253697,,,
573800,1.16434E-05,1.77225418,2.198298974,65458.27868,0.762156517,,,
573900,1.13027E-05,1.814048586,2.288260685,68916.35376,0.778939921,,,
574000,1.00256E-05,1.743441279,2.323902667,78330.85544,0.785315747,,,
574100,1.26294E-05,1.987150717,2.452283128,63901.2655,0.807035271,,,
574200,2.40743E-05,1.809766805,2.520647134,33971.09904,0.817830335,,,
574300,1.20847E-05,1.655300703,1.965835255,59084.30612,0.714015965,,,
574400,1.48301E-05,1.951012716,2.545474189,55402.5204,0.821622273,,,
574500,8.14727E-06,1.407866949,1.994346021,88410.23604,0.720301823,,,
574600,1.26034E-05,2.179457294,2.772932302,67706.39439,0.853334117,,,
574700,1.51818E-05,1.906558983,2.14586741,49527.00272,0.751908751,,,
574800,5.43732E-06,0.838664984,1.130645276,88072.23779,0.47887669,,,
574900,7.48348E-06,0.484278962,0.93029562,54422.99985,0.40727347,,,
575000,1.59015E-05,1.440492235,1.855795771,43311.91636,0.688723162,,,
575100,1.77885E-05,1.478382564,2.121580526,41995.82848,0.747043355,,,
575200,1.45588E-05,1.777118662,2.221159539,52649.80376,0.766516343,,,
575300,1.14444E-05,1.598909954,1.939464933,61873.21046,0.70810473,,,
575400,2.39533E-05,2.348916634,2.903468573,36288.12849,0.869221135,,,
575500,1.90635E-05,2.076242089,2.58455833,43405.15319,0.827455901,,,
575600,1.89085E-05,1.081776269,2.400171037,42226.97227,0.798450545,,,
575700,1.56934E-05,1.627091604,2.108987897,47439.76403,0.744490848,,,
575800,1.66196E-05,1.077008975,1.652087074,38355.9518,0.637461758,,,
575900,2.67027E-05,2.52100032,2.904482775,32556.20754,0.869338385,,,
576000,4.76177E-06,1.32027745,1.859290772,144809.8878,0.689551978,,,
576100,1.50503E-05,1.575681892,2.008643768,48066.44164,0.723413197,,,
576200,2.68787E-05,2.580225084,3.51060914,34401.79102,0.924674366,,,
576300,6.60095E-06,1.184967576,1.527129909,91363.85226,0.603088348,,,
576400,1.52918E-05,1.289535272,3.170244382,58660.28122,0.897020364,,,
576500,1.24567E-05,1.880316679,2.236883933,61772.24765,0.76947743,,,
576600,1.69046E-05,2.032355144,2.563797313,48766.36361,0.8243777,,,
576700,7.70243E-06,0.919545251,1.299768406,69419.44058,0.534698567,,,
576800,1.75464E-05,1.361553731,2.155913147,42966.03789,0.753899175,,,
576900,2.06696E-05,0.788797292,1.487678523,28629.70531,0.591765357,,,
577000,1.72775E-05,1.564262164,2.106626339,43062.47505,0.744009886,,,
577100,1.19504E-05,2.19848726,2.749120052,71148.87454,0.850260681,,,
577200,1.30202E-05,1.565480654,1.913900024,53938.09108,0.702284174,,,
577300,1.79334E-05,2.067248016,2.430593355,44804.58583,0.803500083,,,
577400,2.1395E-05,2.060123993,2.673809605,39269.4687,0.840169322,,,
577500,1.44185E-05,1.477933947,1.933036761,49009.98801,0.706649528,,,
577600,1.24048E-05,1.887707644,2.131261564,60379.13399,0.748991819,,,
577700,9.88428E-06,1.175110174,1.520947114,60836.88653,0.601328815,,,
577800,6.29375E-06,1.502999185,1.788262523,106832.3232,0.67237547,,,
577900,9.3098E-06,1.257483365,2.13475797,80527.21707,0.749692571,,,
578000,1.0955E-05,1.353310107,1.805677013,61766.22671,0.676651726,,,
578100,9.70756E-06,2.599138987,5.059841518,101265.263,0.983038397,,,
578200,2.23447E-05,2.289705988,2.737150336,37981.84951,0.848694701,,,
578300,9.69698E-06,2.056183926,4.100911644,98679.25211,0.956890883,,,
578400,1.10565E-05,1.612820135,1.965133667,64564.68827,0.713859909,,,
578500,1.67704E-05,1.899092138,2.461273102,48209.17448,0.808484832,,,
578600,2.30185E-05,1.371577551,2.2845466,33810.45865,0.778266687,,,
578700,1.38294E-05,1.644934917,2.136268587,54231.80712,0.749994845,,,
578800,5.14116E-06,0.827381809,1.386186048,109233.9107,0.561588572,,,
578900,5.56201E-06,1.107970673,1.505254104,107306.0872,0.596837796,,,
579000,1.01429E-05,1.674923825,2.035440099,71889.64884,0.729171308,,,
579100,1.06606E-05,1.391965552,1.864522557,64798.12954,0.690789513,,,
579200,2.44072E-05,2.261179897,2.786773183,35034.59902,0.855095159,,,
579300,1.24568E-05,1.338537905,1.638545375,50883.65761,0.633845492,,,
579400,2.12321E-05,1.943663441,2.349575675,37199.02877,0.78981387,,,
579500,1.37779E-05,1.815358314,2.293814884,56608.36662,0.779943579,,,
579600,1.26886E-05,1.407500762,1.795243624,53125.91566,0.674094821,,,
579700,2.23974E-05,2.571460452,3.034952545,39454.01969,0.883665649,,,
579800,1.43995E-05,0.532808125,1.625166021,43768.79457,0.630246718,,,
579900,1.36696E-05,1.279477461,1.863027106,50508.77983,0.690436161,,,
580000,1.84433E-05,2.340715895,2.848085052,46774.51827,0.862675622,,,
580100,1.99657E-05,2.810984002,3.707529382,46948.04067,0.93734928,,,
580200,1.64523E-05,1.766080462,2.058747332,44619.94373,0.734102594,,,
580300,1.08799E-05,1.724532118,2.70247267,77581.36901,0.844077362,,,
580400,1.83759E-05,1.805754231,2.323681005,42734.11473,0.785276567,,,
580500,2.48183E-05,2.042544904,2.600401847,33433.94822,0.829773932,,,
580600,2.77869E-06,0.887253969,1.115330026,170444.4513,0.473612459,,,
580700,1.22978E-05,1.536519168,1.999968555,58671.31404,0.721528608,,,
580800,1.39671E-05,1.988325305,2.554135707,58919.18126,0.822929333,,,
580900,1.89749E-05,2.072728551,2.627437284,43935.35654,0.833667971,,,
581000,2.08193E-05,1.765374245,2.510058252,39203.5991,0.81619242,,,
581100,2.06414E-05,2.183535563,2.633616422,40430.8333,0.834547186,,,
581200,2.29397E-05,2.524986555,2.958280885,38162.0695,0.875425947,,,
581300,9.50192E-06,1.314155578,1.685512617,68015.24404,0.646275552,,,
581400,1.68155E-05,2.024660556,2.32398275,46702.87514,0.7853299,,,
581500,2.54176E-05,2.66974351,3.135623823,35162.25117,0.893741678,,,
581600,3.75705E-06,1.207234639,1.890185995,185465.9095,0.696805437,,,
581700,8.77893E-06,0.808227896,1.322139493,61712.02363,0.541765429,,,
581800,9.96764E-06,1.170823429,1.469680282,58842.81978,0.586524139,,,
581900,6.20903E-06,1.550005559,2.296370011,125688.5084,0.780404041,,,
582000,2.02092E-05,1.682894868,2.071492307,36457.14729,0.736769,,,
582100,2.34212E-06,0.763532303,1.344106906,234245.752,0.548632808,,,
582200,4.4869E-06,1.28706591,1.723196025,146208.1308,0.656021091,,,
582300,1.34134E-05,1.459942117,1.879529246,51763.15531,0.694318307,,,
582400,1.09365E-05,1.902202288,2.696565701,77107.12469,0.843278807,,,
582500,1.40227E-05,1.590960605,1.891204092,49708.17354,0.697042231,,,
582600,1.68312E-05,0.795331652,1.489990638,35198.60614,0.592435228,,,
582700,6.78143E-06,1.699445709,2.029057197,107323.6605,0.727808346,,,
582800,1.62646E-05,0.344136662,1.503413973,36662.9148,0.596308835,,,
582900,1.4053E-05,1.758247568,2.219816422,54526.46659,0.766261995,,,
583000,1.00514E-05,1.819465492,2.181875452,75510.45987,0.758983902,,,
583100,1.7279E-05,2.41788399,2.940477747,50549.24474,0.873439885,,,
583200,2.05541E-05,2.331696998,2.867082637,42081.72785,0.86495267,,,
583300,1.65558E-05,2.571848343,3.100560097,53777.09927,0.890325125,,,
583400,8.69076E-06,1.282665407,1.62756056,72593.51099,0.630892692,,,
583500,1.44055E-05,1.93797793,2.232711911,53361.37268,0.768694778,,,
583600,1.64203E-05,1.936398029,2.586170861,50406.78216,0.827693052,,,
583700,1.35833E-05,1.718045188,2.389376229,58647.89704,0.79663303,,,
583800,1.70492E-05,1.504073096,1.923810199,41324.57261,0.704551035,,,
583900,8.88591E-06,1.370143965,2.284245836,87578.18373,0.778212096,,,
584000,8.80865E-06,1.367707989,2.16033901,85685.35186,0.754772024,,,
584100,1.56892E-05,1.869648411,2.181055866,48366.1999,0.758824689,,,
584200,4.37214E-06,1.165647377,1.697084013,148506.0233,0.649289586,,,
584300,1.73478E-05,2.240971914,2.626313009,48046.96231,0.83350757,,,
584400,9.71671E-07,0.699128683,1.038018948,459526.8072,0.446509057,,,
584500,1.30745E-05,1.727675996,2.280011602,59462.3227,0.777442376,,,
584600,2.38743E-05,1.981601552,2.439372995,33715.65666,0.804937538,,,
584700,8.87444E-06,1.645326796,2.08248381,83278.63134,0.739051521,,,
584800,4.27108E-06,0.999454505,1.982997009,168063.3817,0.717812714,,,
584900,7.9136E-06,1.372560044,1.801898153,85388.08986,0.675727399,,,
585000,1.09113E-05,1.047611831,1.526078723,55244.27614,0.602789588,,,
585100,6.68556E-06,0.99671489,1.355314279,82582.26963,0.552108969,,,
585200,1.90194E-05,2.888090435,3.439654695,48347.94543,0.919548905,,,
585300,1.28412E-05,1.451757955,2.2186732,59655.48451,0.766045324,,,
585400,7.81087E-06,1.013286145,1.325451521,69493.59107,0.542805388,,,
585500,1.52871E-05,2.103556967,2.500364129,53292.17915,0.814682018,,,
585600,1.46622E-05,1.957019419,2.451414134,55032.17992,0.806894666,,,
585700,2.03983E-05,2.267630325,2.593553307,40629.66099,0.828775221,,,
585800,1.59163E-05,1.838867791,2.155878161,47365.95705,0.753892266,,,
585900,1.29038E-05,1.33430601,1.734882778,51070.33465,0.659002537,,,
586000,2.24216E-05,2.179256766,2.578983392,36867.74643,0.826633864,,,
586100,1.49594E-05,2.443578208,3.58484585,62148.79521,0.929710664,,,
586200,2.19652E-05,2.212920512,3.036268812,40236.57326,0.883802746,,,
586300,3.35196E-08,0.934488435,1.279797643,15761764.54,0.528327421,,,
586400,1.17622E-05,1.557109601,1.965026984,60689.1349,0.713836173,,,
586500,2.42136E-05,2.179868552,2.677771731,34720.73977,0.840714519,,,
586600,2.04358E-06,0.173279704,0.832348919,181114.2407,0.370121146,,,
586700,1.33526E-05,1.601118527,1.854340602,51554.00593,0.688377581,,,
586800,1.77612E-05,1.937344781,2.670584674,47278.51543,0.839724376,,,
586900,2.17795E-05,2.047532742,2.454820965,37073.72102,0.807445406,,,
587000,1.55969E-05,1.520177118,3.887633944,60727.41865,0.947159355,,,
587100,1.1924E-05,1.39993905,1.769736483,56002.97754,0.667779652,,,
587200,1.61394E-05,1.213243979,1.924579397,43665.09148,0.704726423,,,
587300,7.83401E-06,1.437215435,1.810608843,86527.17404,0.677855078,,,
587400,1.28792E-05,1.733681034,1.977926038,55647.42339,0.716694959,,,
587500,2.92874E-05,2.506212207,3.418610565,31343.40135,0.91796775,,,
587600,1.63465E-05,1.70047865,2.218678316,46862.99644,0.766046294,,,
587700,1.80301E-05,1.47026171,1.839885276,37988.15705,0.684928762,,,
587800,1.54068E-05,1.600626584,2.079115092,47923.95149,0.738353639,,,
587900,1.53673E-05,2.019873275,2.671698645,54653.45672,0.839878192,,,
588000,1.12242E-05,1.430702595,1.843658984,61103.03661,0.6858319,,,
588100,2.07116E-05,1.787661111,2.278790574,37525.7592,0.777220006,,,
588200,1.57186E-05,1.438699608,2.031603865,46337.07487,0.72835279,,,
588300,1.02417E-05,1.395035047,1.946672423,69297.93999,0.7097297,,,
588400,2.22181E-05,1.979724087,2.502303792,36681.17897,0.814985065,,,
588500,2.22229E-05,0.505869889,1.920107569,31665.80834,0.703705656,,,
588600,1.65522E-05,2.56719861,3.293467554,54854.17576,0.907957938,,,
588700,2.28982E-05,1.83143025,2.294826772,34069.36044,0.780126027,,,
588800,1.80808E-05,1.495843082,1.848165897,37991.10698,0.686907927,,,
588900,1.93975E-05,2.162192216,3.254617978,46636.44582,0.904629718,,,
589000,1.89839E-05,2.096359883,3.115639643,46976.98753,0.891806418,,,
589100,1.10566E-05,1.365619367,1.752458744,60004.7553,0.663450048,,,
589200,1.75371E-05,2.040920956,2.831655885,49077.70845,0.860679273,,,
589300,1.78316E-05,2.123833735,2.506550497,45741.75584,0.815647096,,,
589400,1.13465E-05,1.561877585,1.892168523,61452.21833,0.697266413,,,
589500,1.15595E-05,2.105219211,2.716791926,73186.70878,0.845998565,,,
589600,8.43369E-06,0.603831882,1.238892115,61075.65894,0.515093312,,,
589700,1.61413E-05,1.427543675,1.93178382,43761.3075,0.706365236,,,
589800,7.01931E-06,1.166041964,1.537958408,86355.58736,0.606156571,,,
589900,2.1463E-05,1.622345901,1.97330453,33344.56932,0.715673273,,,
590000,1.93914E-05,1.840056332,2.22109259,39528.03291,0.76650367,,,
590100,1.40548E-05,1.705828634,2.251113816,54937.12716,0.77213071,,,
590200,1.57006E-05,1.508886345,2.289256026,49623.53515,0.779120057,,,
590300,1.5012E-05,1.563004161,2.161580113,50294.25905,0.755016342,,,
590400,1.55554E-05,1.475188397,1.877715069,44607.90919,0.693893353,,,
590500,1.64702E-05,2.352610942,2.926223674,52933.62042,0.871829534,,,
590600,5.90869E-06,1.368227266,1.687156608,109449.8399,0.64670493,,,
590700,7.66173E-06,1.563219448,1.865889447,90203.14964,0.691112217,,,
590800,2.36238E-05,2.438271293,2.945566397,36996.96234,0.874010409,,,
590900,1.52153E-05,1.491587093,1.944312609,46610.88334,0.70919844,,,
591000,1.27285E-05,0.801280247,2.023078214,57078.83856,0.726526749,,,
591100,1.35115E-05,1.989772736,2.411326789,59232.29642,0.800314606,,,
591200,2.06923E-05,2.235019071,2.538808044,39657.76299,0.820610756,,,
591300,8.98414E-06,1.789791646,2.247044011,85859.5565,0.771374412,,,
591400,1.25217E-05,1.714049915,2.068074601,58782.64397,0.736056059,,,
591500,2.1107E-05,2.26429116,2.939755534,41377.68929,0.873358727,,,
591600,2.12237E-05,1.780181593,2.193927976,35871.02959,0.76131546,,,
591700,1.66655E-05,2.260345153,3.069955787,53239.61128,0.887262512,,,
591800,7.58469E-06,1.326492451,1.735578763,86909.26957,0.659179482,,,
591900,1.45558E-05,2.666786841,4.117330496,65785.97695,0.957564337,,,
592000,2.02972E-05,2.59170327,3.507199218,45545.04732,0.924435151,,,
592100,1.46972E-05,1.420995049,1.961025494,48509.02214,0.712944788,,,
592200,2.76148E-05,2.955815942,3.600339948,33703.70827,0.930721356,,,
592300,1.03246E-05,1.467506499,1.741119751,63981.83396,0.660585765,,,
592400,1.26823E-05,1.441332472,1.927529491,55620.84645,0.705398342,,,
592500,1.49095E-05,1.531585535,1.832710069,45823.41247,0.683206123,,,
592600,1.68163E-05,1.660640402,2.107206153,44250.34978,0.744128039,,,
592700,8.38913E-06,1.337710651,1.750943727,79038.94863,0.663068398,,,
592800,2.2758E-05,2.621210361,3.178743445,39450.30115,0.897811112,,,
592900,1.13568E-05,1.597593735,1.862629262,60786.59817,0.690342105,,,
593000,1.34526E-05,1.965474039,2.230271964,57106.75537,0.768236056,,,
593100,2.30135E-05,2.335714221,2.730238785,36838.55936,0.847784009,,,
593200,2.15068E-05,1.96295989,2.479955467,37730.68967,0.811467991,,,
593300,2.24205E-05,2.542276423,4.18508634,42828.50769,0.960238181,,,
593400,1.45311E-05,0.701235419,1.15432607,33510.76464,0.486947998,,,
593500,2.70435E-05,1.951688713,2.79723195,31668.0215,0.856413602,,,
593600,1.64528E-05,1.798914234,2.195943365,46296.2594,0.761703554,,,
593700,1.80863E-05,2.233293557,2.584678138,45751.33003,0.82747353,,,
593800,1.39345E-05,1.624877242,1.944344336,50895.78453,0.709205588,,,
593900,1.13752E-05,1.653717242,1.969445774,62840.15086,0.714818015,,,
594000,2.42124E-05,2.607584309,3.029433453,36472.56263,0.883089224,,,
594100,1.99667E-05,2.464659253,2.949828959,43797.30747,0.874486556,,,
594200,1.72133E-05,1.833600482,2.33528255,45739.11159,0.787319291,,,
594300,1.39071E-05,1.394313309,1.779856269,48197.96232,0.670296067,,,
594400,5.0162E-06,1.009962322,1.277728251,105191.9263,0.527663862,,,
594500,1.34799E-05,1.873053173,2.179342127,56268.49512,0.758491503,,,
594600,2.54711E-05,2.660012076,3.845392317,37100.74882,0.944998448,,,
594700,1.36457E-05,1.609829992,2.126681192,54821.19567,0.748071446,,,
594800,1.44591E-05,1.902433944,2.46651094,55973.52453,0.809325171,,,
594900,1.40754E-05,1.754607836,2.17076184,53768.90423,0.756817745,,,
595000,9.36342E-06,1.410662613,1.736058368,70412.42067,0.659301376,,,
595100,2.55699E-06,0.582456634,1.7382422,258059.4458,0.659855994,,,
595200,1.53982E-05,1.900960024,2.162169414,49040.17881,0.75513228,,,
595300,1.95138E-05,1.756839642,2.295439562,39983.86256,0.780236455,,,
595400,1.4834E-05,1.335779654,1.751185838,44703.4413,0.66312941,,,
595500,1.8679E-05,2.585726826,3.580743215,49758.59202,0.929440748,,,
595600,1.94644E-05,1.903941302,2.563970883,42354.39523,0.824403627,,,
595700,8.07984E-06,1.115367527,1.37867786,69221.13381,0.559296009,,,
595800,2.03819E-05,2.394899808,2.793997467,41998.35724,0.856006984,,,
595900,1.88991E-05,1.938187703,2.408883696,42325.19831,0.799907613,,,
596000,7.43852E-06,1.214442311,1.499306567,80006.00813,0.595126345,,,
596100,1.10259E-05,1.505567402,1.931779422,64063.94541,0.706364238,,,
596200,1.2449E-05,0.822702606,1.516919535,48210.91253,0.600179629,,,
596300,2.28328E-05,2.208109257,3.370644257,40041.32937,0.914255928,,,
596400,1.48036E-05,1.32325166,1.90068077,47234.54035,0.69923956,,,
596500,1.25152E-05,1.319417631,1.657764375,51055.51386,0.638970041,,,
596600,1.38963E-05,1.811846955,2.068811152,52978.95282,0.736209834,,,
596700,9.72568E-06,1.309497964,1.871658742,71200.31819,0.692471436,,,
596800,1.77956E-05,1.982992406,2.510423233,45867.98611,0.816249083,,,
596900,1.55667E-05,1.871838705,2.187209453,48823.23896,0.760018018,,,
597000,6.1481E-06,0.761134108,1.058640797,73815.47829,0.453824984,,,
597100,1.21162E-05,1.7623507,2.44635401,66528.86894,0.806074223,,,
597200,1.1085E-05,1.71210298,2.231585409,69326.21946,0.768483082,,,
597300,1.55638E-05,1.962780497,2.298766203,50169.82952,0.780835143,,,
597400,6.83411E-06,1.35005937,2.02262706,106294.7818,0.726429852,,,
597500,1.21715E-05,1.684562523,3.522516991,76038.67801,0.925504218,,,
597600,2.03235E-05,2.356220816,2.670594943,41317.95053,0.839725795,,,
597700,9.75119E-06,1.529894057,1.888505053,71418.38274,0.696414164,,,
597800,2.02296E-06,0.62805037,1.068300242,226020.0036,0.457230218,,,
597900,1.22262E-05,0.949749402,2.203362296,62417.30209,0.763127795,,,
598000,1.3561E-05,1.580214347,2.231885729,56672.86833,0.768539534,,,
598100,6.51782E-06,1.917083495,2.762917326,130725.8604,0.852048251,,,
598200,1.56165E-05,1.301116591,1.606742682,40037.80376,0.625249057,,,
598300,1.63516E-05,1.918400303,2.37367582,48555.70357,0.793965273,,,
598400,1.79502E-05,1.690688088,2.353045722,44033.71134,0.790415837,,,
598500,1.10521E-05,1.435822167,1.826661208,61684.97996,0.68174835,,,
598600,1.55465E-05,2.21084043,2.677678643,54076.71426,0.840701729,,,
598700,2.28096E-05,2.18381331,2.576347665,36223.56584,0.82624406,,,
598800,9.37924E-06,1.410509477,2.351032145,84235.64323,0.790066705,,,
598900,1.19289E-05,1.22465742,1.761968572,55817.06707,0.6658383,,,
599000,1.27244E-05,1.478440086,2.060160545,57715.86669,0.734399304,,,
599100,1.58657E-05,2.095768751,2.382052207,50132.77268,0.79539215,,,
599200,1.29641E-05,1.818206028,2.272338194,59861.00409,0.776041899,,,
599300,7.65801E-06,1.577989887,2.122794382,97582.56798,0.747288323,,,
599400,1.50494E-05,1.922817156,2.162649209,50183.31094,0.755226642,,,
599500,1.54544E-05,1.530022148,2.80490237,55477.48121,0.857373864,,,
599600,1.55567E-05,1.661627664,8.9784119,64258.85811,0.999657334,,,
599700,1.31303E-05,1.559707128,2.03731382,55564.05503,0.729570389,,,
599800,8.48129E-06,1.580235103,1.838824831,80727.69262,0.684674618,,,
599900,8.3766E-06,1.278098418,1.539727752,72422.75754,0.606656288,,,
600000,5.50604E-06,0.944143504,1.309700082,97682.75661,0.537845043,,,
600100,1.73242E-05,1.795768137,2.180899961,43799.67434,0.758794393,,,
600200,2.29761E-05,1.52207945,2.773914634,37145.52152,0.853459717,,,
600300,1.71349E-05,1.210816132,1.714223637,38151.38886,0.653718985,,,
600400,1.94568E-05,1.902064851,2.325965075,40380.66094,0.785680004,,,
600500,4.14047E-06,1.278819541,1.686630076,156158.0119,0.646567452,,,
600600,1.99261E-05,2.007014518,2.520421917,41041.46361,0.817795627,,,
600700,1.63365E-05,1.876977055,2.13506975,45894.34308,0.749754982,,,
600800,7.29915E-06,1.420252931,1.926857605,96620.23699,0.705245416,,,
600900,1.82156E-05,1.732160067,2.068580708,40413.75022,0.73616173,,,
601000,5.99604E-06,0.776541391,1.939802973,118108.1866,0.7081811,,,
5011001,7.83842E-06,1.512700378,2.173685894,96625.29061,0.757389186,,,
5012001,1.13971E-05,1.730087919,2.112104663,65378.61821,0.745124515,,,
5013001,1.34936E-05,0.948746581,1.339631392,40555.54585,0.547239469,,,
5014001,1.43829E-05,1.596734662,2.224668019,53339.76629,0.767179691,,,
5015001,2.06866E-05,2.054463266,2.44369973,38945.14543,0.805642695,,,
5016001,2.23E-05,1.91805388,2.415510687,35919.69183,0.801009997,,,
5017001,1.25401E-05,1.645372428,1.927444969,56249.87171,0.705379108,,,
5018001,9.83984E-06,1.235330191,1.650816689,64749.40993,0.637123624,,,
5019001,1.83833E-05,2.489070254,3.714096387,51010.26047,0.937735327,,,
5020001,8.01214E-06,1.376163996,1.652557838,79577.61421,0.637587001,,,
5021001,1.1723E-05,1.575702979,2.088449762,63148.0378,0.740283837,,,
5022001,1.02502E-05,1.781702526,2.086137048,72174.57062,0.739806676,,,
5023001,2.51513E-05,2.279710021,2.775079207,33938.88924,0.853608496,,,
5024001,1.89254E-05,1.730212985,2.217861501,40468.88579,0.765891387,,,
5025001,1.71931E-05,2.074477761,2.374504259,46187.51611,0.79410676,,,
5026001,1.06902E-05,1.47195835,1.815489008,63520.16804,0.679042487,,,
5027001,7.71351E-06,1.473964684,1.812506885,87938.8545,0.678317291,,,
5028001,1.59304E-05,2.201314167,2.641368788,52456.06403,0.835644609,,,
5029001,1.59015E-05,1.920417891,2.317244311,49312.13157,0.784136286,,,
5030001,6.94069E-06,1.059559448,1.55843397,88162.93859,0.611911667,,,
