,beta,lnalpha,lnalpha.c,Smsy_lambert,Umsy_lambert,,132409.8585,535832.8105
5482001,1.09235E-05,1.054914763,1.571132463,56342.02762,0.615450279,,,
5483001,9.13143E-06,1.161470255,1.580589998,67686.07436,0.618070571,,,
5484001,4.40267E-06,1.10892006,1.408010261,129059.3709,0.568205278,,,
5485001,9.23612E-06,1.313485333,1.831033299,73927.43808,0.682802531,,,
5486001,1.64417E-05,2.143477233,2.612494653,50574.05297,0.831525252,,,
5487001,1.84325E-05,2.067464151,2.744069683,46092.70919,0.849601675,,,
5488001,1.0393E-05,1.200516574,1.503920797,57389.9473,0.596454576,,,
5489001,8.32334E-06,1.244068837,1.711473325,78455.36583,0.653011032,,,
5490001,1.71126E-05,1.877737116,2.344587817,46103.11397,0.788946098,,,
5491001,8.95337E-06,1.32529619,1.637109729,70751.0811,0.633460565,,,
5492001,8.0723E-06,1.331928389,1.722837783,81256.83359,0.655929393,,,
5493001,5.0897E-06,0.990915414,1.523924345,118312.872,0.602176786,,,
5494001,1.87334E-05,1.940250566,2.333251751,42008.63207,0.786962883,,,
5495001,6.96726E-06,1.311025046,1.697996475,93225.49532,0.649526446,,,
5496001,1.03586E-05,1.520913499,1.938794096,68344.38657,0.707953128,,,
5497001,2.97188E-06,0.550618888,1.019980996,148074.0795,0.440058332,,,
5498001,7.62299E-06,1.46730457,1.749808475,86945.22362,0.662782202,,,
5499001,2.03836E-05,2.083901629,2.416221447,39302.52569,0.801127929,,,
5500001,7.79307E-06,1.397276709,1.741246786,84769.93886,0.660617955,,,
5501001,1.14352E-05,1.628162549,2.008331335,63255.95228,0.723345498,,,
5502001,9.17756E-06,1.372899423,1.698269194,70781.05857,0.649597217,,,
5503001,1.39333E-05,1.66832917,2.065391305,52786.9424,0.735495247,,,
5504001,1.06657E-05,1.528878382,1.876822126,65038.51457,0.693684022,,,
5505001,1.8632E-05,2.043462339,2.677099372,45117.05482,0.840622114,,,
5506001,1.12023E-05,1.608342861,1.896490255,62332.65031,0.698269433,,,
5507001,1.09202E-05,1.426297065,1.772151006,61206.07483,0.66838136,,,
5508001,1.93751E-05,2.099594818,2.650192845,43193.86392,0.836886127,,,
5509001,1.0044E-05,1.674757157,1.90250833,69659.97042,0.699661898,,,
5510001,1.25043E-05,1.247833989,1.698295009,51950.26265,0.649603915,,,
5511001,6.76428E-06,0.906637641,1.368434593,82219.35268,0.556154913,,,
5512001,9.18279E-06,1.508292059,1.842867814,74666.05529,0.685642717,,,
5513001,1.18006E-05,1.271811949,1.621447942,53322.73909,0.62924206,,,
5514001,1.55337E-05,1.816308031,2.264586698,49866.97803,0.774619869,,,
5515001,2.08061E-06,0.859849386,1.36382154,266621.7326,0.554735269,,,
5516001,2.35674E-07,0.797765592,1.140746309,2046601.078,0.48232966,,,
5517001,1.10254E-05,1.270510168,1.68739971,58661.9245,0.646768391,,,
5518001,1.22029E-05,1.559806673,1.90613297,57404.17744,0.700498181,,,
5519001,1.72027E-05,1.875283905,2.230606579,44661.62339,0.768299009,,,
5520001,1.14569E-05,1.45803559,1.895982935,60937.09144,0.698151823,,,
5521001,1.46998E-05,1.913722885,2.250144226,52514.42745,0.771950715,,,
5522001,8.6307E-06,1.342064724,1.699516254,75303.33763,0.649920694,,,
5523001,1.54188E-05,1.767120878,2.107189723,48260.97853,0.744124692,,,
5524001,3.52101E-06,1.086285412,1.546817116,172863.4677,0.608653976,,,
5525001,8.50907E-06,1.313985819,1.62149162,73950.95237,0.629253874,,,
5526001,7.69376E-06,1.152216898,1.581291742,80359.2089,0.618264479,,,
5527001,7.63529E-06,1.45600235,1.956236745,93234.86247,0.711875197,,,
5528001,1.4698E-05,1.85173383,2.160531768,51354.56841,0.754809982,,,
5529001,1.74998E-05,1.849366405,2.205311808,43629.21491,0.763500906,,,
5530001,1.75623E-05,1.710122077,2.209782038,43522.47373,0.764354656,,,
5531001,1.3161E-05,1.743688607,2.074323184,56025.88602,0.737358373,,,
5532001,1.53743E-05,1.781497564,2.160362821,49093.3919,0.754776713,,,
5533001,1.37734E-05,1.752579054,2.099458377,53911.43801,0.742545624,,,
5534001,6.00142E-06,1.23473216,1.557592277,101921.9624,0.611676291,,,
5535001,1.64863E-05,1.864281961,2.218149297,46459.5417,0.765945977,,,
5536001,5.74742E-06,1.092441093,1.579642179,107493.2262,0.617808553,,,
5537001,2.90217E-06,1.046521372,1.703177624,224269.8305,0.650869144,,,
5538001,1.02288E-05,1.57576204,2.098692202,72578.0046,0.742388717,,,
5539001,1.46016E-05,1.687435306,2.066596493,50388.05751,0.735747249,,,
5540001,1.99541E-05,2.000558127,2.462868282,40530.14178,0.808741086,,,
5541001,8.86563E-06,1.541387943,1.935841371,79778.29911,0.70728512,,,
5542001,1.62266E-06,0.919625695,1.332399866,335856.3479,0.544981864,,,
5543001,2.10091E-05,2.083877512,2.613348439,39585.07444,0.831648315,,,
5544001,9.09943E-06,1.371340402,1.6407143,69721.5567,0.634426466,,,
5545001,1.90128E-05,1.837003856,2.382207083,41835.85569,0.795418455,,,
5546001,7.50119E-06,1.339198396,1.680744082,85990.10148,0.645027926,,,
5547001,3.41977E-06,0.922625224,1.268995915,153477.3543,0.524856822,,,
5548001,1.05586E-05,1.271187154,2.003608692,68410.49458,0.722320605,,,
5549001,1.90493E-05,1.927385866,2.295798607,40962.22834,0.780301136,,,
5550001,1.73638E-06,0.707850665,1.13445088,276539.7111,0.480179384,,,
5551001,5.42758E-06,1.144681001,1.45296528,107159.0206,0.581614133,,,
5552001,1.326E-05,1.72439209,2.150018992,56766.97442,0.752732888,,,
5553001,1.34782E-05,1.659398688,2.31505422,58149.04708,0.783747171,,,
5554001,5.1745E-06,1.339541552,1.596250014,120278.5505,0.622380859,,,
5555001,5.14304E-06,0.97380099,1.469430724,114028.0255,0.586451133,,,
5556001,1.60006E-05,1.794003998,2.221888208,47914.23021,0.766654238,,,
5557001,1.28603E-05,1.658353881,2.088188723,57559.29709,0.740230014,,,
5558001,5.8216E-06,1.376321063,1.699509849,111639.2892,0.649919033,,,
5559001,1.01317E-05,1.431293009,1.858531974,68041.15861,0.689372178,,,
5560001,8.78368E-06,1.274335566,1.513973225,68233.08135,0.599337464,,,
5561001,8.6816E-06,1.471921787,2.192003196,87650.19551,0.760944338,,,
5562001,1.41495E-05,1.682422239,2.040180685,51604.82148,0.730180101,,,
5563001,1.20822E-05,1.391593168,1.763280896,55136.22451,0.666166871,,,
5564001,5.46514E-06,1.125114984,1.492892674,108556.1848,0.593274906,,,
5565001,8.02495E-06,1.195899645,1.449066964,72332.32744,0.58046312,,,
5566001,2.65794E-06,0.901522285,1.270352617,197632.2199,0.525293679,,,
5567001,9.19299E-06,1.096539098,1.598815918,67778.13391,0.623083724,,,
5568001,1.21586E-05,1.362945473,1.717009918,53824.69724,0.654435102,,,
5569001,1.31831E-05,1.666910809,1.938477369,53696.27983,0.70788153,,,
5570001,6.06364E-06,0.943645635,1.366079643,91600.22583,0.555430581,,,
5571001,6.49544E-06,0.920797197,1.261746487,80443.84251,0.522517893,,,
5572001,1.73716E-05,1.677511914,2.160586071,43451.47207,0.754820675,,,
5573001,6.27531E-06,1.383187921,2.170042112,120579.9937,0.756676924,,,
5574001,7.84901E-06,1.179064476,1.807034577,86250.74412,0.676983305,,,
5575001,1.06745E-05,1.757904901,2.314917538,73420.05979,0.783722867,,,
5576001,1.2158E-05,1.531375843,1.80481823,55637.5801,0.676441838,,,
5577001,1.37246E-05,1.397869887,1.941040814,51619.62199,0.708460621,,,
5578001,1.03644E-05,1.315775643,1.763412662,64277.87776,0.666199848,,,
5579001,1.50172E-05,1.761551852,2.282362662,51798.56639,0.777870033,,,
5580001,4.8503E-06,1.03985435,1.398329423,116545.1822,0.565278876,,,
5581001,4.8174E-06,1.106149741,1.384316382,116456.6825,0.561018462,,,
5582001,1.5909E-05,1.571501633,1.893621099,43849.67832,0.697603823,,,
5583001,9.41335E-06,1.412194497,1.773862443,71048.80918,0.668807361,,,
5584001,1.33216E-05,1.572948404,2.163905594,56710.23352,0.755473599,,,
5585001,7.27098E-06,1.577637364,1.950376258,97725.76697,0.71056202,,,
5586001,1.49255E-05,1.819119541,2.151162808,50447.94311,0.752959563,,,
5587001,5.8653E-06,1.213936944,1.699588815,110810.91,0.649939509,,,
5588001,4.1964E-06,0.706233724,1.210208941,120499.9347,0.50566569,,,
5589001,8.45227E-06,1.127111697,1.540205929,71790.3556,0.606791262,,,
5590001,8.01973E-06,1.426056893,1.855383013,85866.33986,0.688625168,,,
5591001,9.34192E-06,1.226898962,1.504993944,63880.1248,0.596763041,,,
5592001,6.74839E-06,1.217444265,1.477886601,87268.22176,0.588919757,,,
5593001,1.73317E-06,0.662770014,1.033834812,256765.2767,0.445017006,,,
5594001,1.47493E-05,1.740662686,1.975636372,48557.60854,0.716189136,,,
5595001,7.97167E-06,1.141946047,1.404997092,71164.00653,0.567295911,,,
5596001,8.83156E-06,1.291856782,1.634494824,71647.42053,0.632758692,,,
5597001,8.56244E-06,1.199519864,1.570217763,71848.25294,0.615196166,,,
5598001,1.65671E-05,1.864762593,2.15711896,45520.15187,0.754137227,,,
5599001,4.19905E-06,1.12311979,1.722257035,156173.4576,0.655780703,,,
5600001,1.04468E-05,1.483794,2.084935336,70792.8013,0.739558464,,,
5601001,5.24194E-06,1.036649061,1.248381627,98853.74753,0.518185511,,,
5602001,1.00928E-05,1.374683719,1.760526794,65935.73817,0.665477038,,,
5603001,1.6623E-05,1.784617551,2.27524768,46716.86514,0.776573756,,,
5604001,2.96792E-06,1.027919034,1.30491968,180709.8486,0.536332374,,,
5605001,5.43428E-06,1.055777649,1.422486779,105359.8997,0.572555636,,,
5606001,1.0516E-05,1.276624879,1.660093388,60820.42369,0.639587452,,,
5607001,4.7324E-06,1.007171064,1.622040662,132998.4242,0.629402352,,,
5608001,6.32831E-06,1.1751905,1.584017882,97817.12628,0.619017099,,,
5609001,8.89342E-06,1.246456168,1.590696462,69810.76846,0.620856347,,,
5610001,6.94585E-06,1.050294151,1.444415601,83371.59982,0.579086847,,,
5611001,8.54441E-07,0.816794966,1.254819345,608907.7059,0.520275677,,,
5612001,1.4792E-05,1.480553596,1.989473102,48623.34147,0.719235185,,,
5613001,1.16976E-05,1.368522469,1.877090303,59306.55366,0.693746902,,,
5614001,5.45364E-06,0.988652298,1.361121684,101565.6868,0.553902945,,,
5615001,3.32005E-06,0.956192219,1.313292325,162340.8617,0.538979518,,,
5616001,1.81576E-05,1.826955246,2.253025365,42543.26723,0.772485233,,,
5617001,1.87767E-06,0.981077795,1.339092895,291356.3689,0.547071622,,,
5618001,1.16468E-05,1.58649205,1.823124126,58461.83526,0.68089356,,,
5619001,1.22608E-05,1.640322482,1.951311247,57971.18791,0.710771837,,,
5620001,5.56833E-06,0.844668423,1.401374358,101682.3871,0.56620081,,,
5621001,1.13909E-05,1.455143359,1.822502036,59762.12169,0.680743043,,,
5622001,1.31439E-05,1.561177579,1.987747971,54691.23461,0.718856809,,,
5623001,1.1904E-05,1.622152775,2.001387689,60638.14607,0.721837584,,,
5624001,4.04951E-06,0.907839739,1.465290597,144521.0171,0.585238639,,,
5625001,1.57695E-05,2.278718148,2.807910297,54392.82305,0.857748891,,,
5626001,1.21287E-05,1.4402169,1.976229274,59060.0479,0.716320185,,,
5627001,9.81154E-06,1.419656263,1.988908417,73292.37595,0.719111375,,,
5628001,4.40225E-07,0.719846568,1.235940837,1167877.225,0.514128907,,,
5629001,2.00053E-05,2.069979495,2.424567658,40114.71253,0.802508405,,,
5630001,1.38262E-06,1.118290794,1.503310213,431266.9194,0.596278994,,,
5631001,1.62128E-05,1.937655931,2.38578501,49098.57435,0.796025367,,,
5632001,5.38968E-06,1.288544932,1.73829627,122432.0503,0.659869718,,,
5633001,3.34754E-06,0.985311836,1.432044809,171890.4663,0.575411051,,,
5634001,1.47958E-05,1.527924237,2.020857678,49071.23723,0.726049571,,,
5635001,2.3124E-06,1.0529791,1.367710277,240413.8907,0.555932216,,,
5636001,6.02344E-06,1.09336634,1.320959546,89881.25951,0.541394541,,,
5637001,6.70784E-06,1.414412614,1.893810006,104004.8826,0.697647682,,,
5638001,1.28148E-05,1.382785962,1.693613622,50596.80495,0.648387646,,,
5639001,4.07017E-06,0.926584755,1.372942331,136981.7477,0.557539116,,,
5640001,1.0181E-05,1.249960942,1.559952614,60144.89915,0.61233609,,,
5641001,1.46245E-05,1.848484564,2.42349727,54862.21069,0.80233181,,,
5642001,7.4502E-06,1.411301946,1.752630491,89057.1057,0.663493293,,,
5643001,1.53281E-05,1.877996693,2.194985954,49681.17726,0.761519254,,,
5644001,8.92672E-06,1.158858419,1.485279811,66213.54257,0.591069572,,,
5645001,1.78647E-06,0.881673381,1.208662999,282766.3369,0.505154107,,,
5646001,5.44568E-06,1.047225075,1.314920122,99068.01192,0.539492968,,,
5647001,1.6604E-05,2.038770533,2.554177502,49562.49737,0.82293562,,,
5648001,1.66906E-05,1.881738018,2.333391425,47151.5005,0.786987411,,,
5649001,1.59438E-05,1.750168448,2.236531335,48257.8424,0.769411367,,,
5650001,1.88007E-05,2.237452552,2.657885867,44570.79583,0.837961925,,,
5651001,3.01233E-06,1.033671196,1.345840621,182308.1946,0.549171762,,,
5652001,6.38079E-06,1.336744836,1.610319653,98141.98358,0.6262232,,,
5653001,2.48664E-05,2.308710821,2.917367813,35020.00418,0.870819922,,,
5654001,9.68348E-06,1.456782686,1.88293992,71783.67529,0.695116004,,,
5655001,1.91594E-05,2.086313772,2.406283355,41727.39515,0.799473664,,,
5656001,4.92433E-06,1.031228075,1.458340444,118431.9757,0.583197545,,,
5657001,1.60889E-05,1.753181025,2.023428456,45161.64613,0.726601954,,,
5658001,2.21054E-06,0.673888246,1.092361195,210650.866,0.465652428,,,
5659001,1.15437E-05,1.408607354,1.665424657,55528.11703,0.640997825,,,
5660001,1.19921E-05,1.604112244,2.001172946,60189.03328,0.721790847,,,
5661001,6.11441E-06,1.154312461,1.548057543,99601.1842,0.609002761,,,
5662001,2.85025E-06,0.861603253,1.298234751,187425.8334,0.534211386,,,
5663001,1.45245E-05,1.70476208,2.086553281,50941.028,0.739892605,,,
5664001,4.51987E-06,1.143199921,1.566005701,135850.1678,0.614024449,,,
5665001,5.21689E-06,1.032193837,1.50609345,114451.0871,0.597078909,,,
5666001,8.23103E-06,1.303771492,1.677171536,78251.58057,0.644091089,,,
5667001,6.44111E-06,1.13216566,1.537204869,94074.40559,0.60594361,,,
5668001,1.5259E-05,1.371950415,1.683700058,42322.71269,0.645801701,,,
5669001,1.44615E-05,1.79393197,2.184362123,52516.43479,0.759466445,,,
5670001,1.25214E-05,1.694302668,2.03790991,58276.21756,0.729697252,,,
5671001,1.90503E-05,2.220853423,2.640592677,43859.49649,0.835535025,,,
5672001,1.07606E-05,1.424310617,1.755167785,61719.04132,0.664131681,,,
5673001,4.87504E-06,1.095629508,1.530337514,123896.2336,0.603998992,,,
5674001,7.06281E-06,1.210652349,1.534893581,85701.03747,0.605289893,,,
5675001,1.34742E-05,1.52352622,2.22444784,56933.93236,0.767138107,,,
5676001,7.25484E-06,1.101057607,1.375544344,76960.61046,0.558336759,,,
5677001,1.3291E-05,1.325043936,1.73454455,49575.98683,0.658916522,,,
5678001,1.76478E-05,1.788976008,2.207981198,43292.17634,0.764011022,,,
5679001,1.36019E-05,1.61448458,1.95697275,52348.41915,0.712039788,,,
5680001,1.34049E-05,1.695933135,2.088265828,55222.024,0.740245913,,,
5681001,1.24013E-05,1.634705457,1.976352075,57764.06277,0.716347322,,,
5682001,1.31146E-05,1.58927844,2.069504628,56147.53493,0.736354551,,,
5683001,4.41409E-06,1.227708075,1.617860282,142333.1801,0.628270755,,,
5684001,8.59259E-06,1.587759915,2.108093256,86622.14538,0.744308727,,,
5685001,1.37689E-05,1.735001584,2.253623579,56111.57555,0.772596087,,,
5686001,8.20041E-06,1.447153923,1.924209394,85927.70179,0.704642067,,,
5687001,1.2339E-05,1.529445738,1.951563284,57608.22316,0.710828375,,,
5688001,9.47756E-06,1.469172502,1.699852913,68583.88416,0.650007982,,,
5689001,1.3814E-05,1.886216037,2.34752931,57149.11292,0.789458207,,,
5690001,4.75731E-06,1.146362824,1.454363147,122343.663,0.582026324,,,
5691001,6.42192E-06,1.325528468,2.042027379,113762.3592,0.730572275,,,
5692001,1.5432E-05,1.668140095,1.931531713,45769.0908,0.706308008,,,
5693001,9.09432E-06,1.224400914,1.468871471,64467.44126,0.586287494,,,
5694001,8.36244E-06,1.146431076,1.656279523,76362.44577,0.638576008,,,
5695001,1.06668E-05,1.536563963,1.813259959,63608.8073,0.678500541,,,
5696001,1.08631E-05,1.672318544,2.107016832,68496.80499,0.744089465,,,
5697001,1.30785E-05,1.376916798,1.74536745,50591.33617,0.661660879,,,
5698001,1.40516E-05,1.558196074,1.942880017,50448.07793,0.708875556,,,
5699001,1.92137E-05,1.782325652,2.168790598,39369.44563,0.756431899,,,
5700001,1.12523E-05,1.204624426,1.44260547,51415.98497,0.578550397,,,
5701001,1.16759E-05,1.501272556,1.888492192,59645.28138,0.696411169,,,
5702001,5.63217E-06,1.054774372,1.414615937,101238.8892,0.570194181,,,
5703001,5.12475E-06,1.339326448,1.62105562,122764.2706,0.629135935,,,
5704001,1.82736E-05,2.00679341,2.342781688,43156.83829,0.788631145,,,
5705001,1.46207E-05,1.893595439,2.168269542,51730.15388,0.756329826,,,
5706001,1.09261E-05,1.618216937,1.985600192,65749.22666,0.718385176,,,
5707001,1.29267E-05,1.542632874,1.817879647,52575.09133,0.67962295,,,
5708001,1.36658E-05,1.361623856,1.652682981,46658.09262,0.637620289,,,
5709001,1.10308E-05,1.603253661,2.074841227,66854.99712,0.737466113,,,
5710001,1.31659E-05,1.6366356,2.171319493,57491.46555,0.756926809,,,
5711001,1.0316E-05,1.485182701,1.783879971,65073.05749,0.671292621,,,
5712001,2.3833E-06,0.778474237,1.187347618,208980.9466,0.498064321,,,
5713001,1.27013E-05,1.628423254,1.975301123,56381.17004,0.716115016,,,
5714001,1.00428E-06,0.67463043,0.898386121,393640.8388,0.395323857,,,
5715001,6.45603E-06,1.285669212,1.705130767,100893.9997,0.651374311,,,
5716001,1.18618E-05,1.514160342,1.737250992,55607.63166,0.659604345,,,
5717001,7.99335E-06,1.164658765,1.782415706,83936.05768,0.670930228,,,
5718001,1.68196E-05,1.907078161,2.254326404,45941.96076,0.772726271,,,
5719001,7.54702E-06,0.946046445,1.26051957,69182.47362,0.522121276,,,
5720001,1.4171E-05,1.652278508,2.039297166,51513.17415,0.729992314,,,
5721001,9.64606E-06,1.464392409,1.79204401,69801.28513,0.673307646,,,
5722001,9.29711E-06,1.521600854,1.987323522,77310.42831,0.718763653,,,
5723001,7.78159E-06,1.458015729,1.739120291,84825.69682,0.66007881,,,
5724001,1.20928E-05,1.151656483,1.643686226,52528.90621,0.635221438,,,
5725001,6.35329E-06,1.219387314,1.587486467,97582.97687,0.619973135,,,
5726001,2.39016E-06,0.527469443,1.023460304,184634.3425,0.441306338,,,
5727001,4.92599E-06,1.176661682,1.563819053,124526.3931,0.613415151,,,
5728001,1.50851E-05,1.760476069,2.186976686,50379.20023,0.759972966,,,
5729001,1.48113E-05,1.725746552,2.210278488,51612.57899,0.764449316,,,
5730001,6.69879E-06,1.119517215,1.486068583,88269.49869,0.591298461,,,
5731001,1.23366E-05,1.503320144,1.931142395,57245.69489,0.706219615,,,
5732001,7.37036E-06,1.143212975,1.43206528,78071.83598,0.575417153,,,
5733001,1.3753E-05,1.674363078,2.102118647,54031.15438,0.743089836,,,
5734001,1.61969E-05,2.038362815,2.657682778,51734.10556,0.837933604,,,
5735001,6.89694E-06,1.422924419,1.759137964,96438.29523,0.665128766,,,
5736001,8.62455E-07,0.922212971,1.228221029,593190.511,0.511600162,,,
5737001,8.48015E-06,1.259197364,1.693419114,76453.44531,0.648337043,,,
5738001,1.07068E-05,1.249820632,1.567732596,57393.73502,0.61450515,,,
5739001,8.22498E-06,1.256577104,1.782116602,81563.22655,0.670856165,,,
5740001,9.32266E-06,1.257882118,1.740021204,70828.18505,0.660307303,,,
5741001,2.36798E-05,2.373665514,2.917636047,36776.13023,0.870850605,,,
5742001,2.1366E-05,2.200652999,2.9403251,40878.99968,0.873422735,,,
5743001,1.04103E-05,1.627824884,2.06650889,70673.36414,0.735728938,,,
5744001,9.24545E-06,1.237656547,1.647828248,68826.0283,0.636327288,,,
5745001,9.92967E-06,1.600271583,1.91633327,70781.98689,0.702841994,,,
5746001,1.21841E-05,1.453839783,2.012564066,59443.17434,0.724261552,,,
5747001,7.23787E-06,1.321739229,1.778686171,92569.52385,0.670005842,,,
5748001,1.41331E-05,1.493214991,1.907522029,49586.93987,0.700818192,,,
5749001,1.06049E-05,1.680198592,2.182531216,71581.20877,0.75911123,,,
5750001,1.70744E-05,1.733252404,2.100247166,43498.24857,0.742707082,,,
5751001,8.79363E-06,1.358190932,1.731469327,74842.08625,0.658133719,,,
5752001,1.21362E-05,1.540232579,2.063434548,60569.66404,0.735085689,,,
5753001,9.52797E-06,1.493467781,1.964961508,74918.53715,0.713821605,,,
5754001,1.34264E-05,1.668118408,2.066571601,54798.12912,0.735742046,,,
5755001,2.29226E-06,0.896499903,1.314440502,235288.4027,0.539341724,,,
5756001,2.04315E-05,2.049319458,2.568482445,40382.48426,0.825076411,,,
5757001,1.44884E-05,1.895026122,2.203719772,52676.34205,0.763196247,,,
5758001,1.66718E-05,1.734601141,2.046896208,43882.77842,0.731604091,,,
5759001,2.28008E-06,0.969964098,1.263036019,229349.5833,0.522934512,,,
5760001,1.25043E-05,1.458162153,1.757128142,53151.76113,0.66462429,,,
5761001,1.47258E-05,1.691676942,1.9643732,48465.32127,0.713690681,,,
5762001,7.04896E-06,1.005720476,1.512513761,84965.74837,0.598919825,,,
5763001,2.12688E-06,0.724132953,1.155727446,229172.2723,0.487423038,,,
5764001,9.98022E-06,1.424041426,1.957530236,71357.6125,0.712164409,,,
5765001,1.10727E-05,1.184997812,1.513679339,54119.96667,0.599253391,,,
5766001,1.1846E-05,1.199495083,1.617184812,53021.18205,0.628087675,,,
5767001,1.7056E-06,0.893319805,1.222262496,298805.3419,0.509642314,,,
5768001,3.74144E-06,1.041642792,1.447812902,155045.3613,0.580092373,,,
5769001,1.36934E-05,1.723444175,2.218396075,55938.89834,0.765992777,,,
5770001,2.03093E-05,1.848816931,2.248469744,37994.32484,0.77163959,,,
5771001,1.53567E-05,1.677211524,2.068187088,47932.2773,0.736079548,,,
5772001,1.09296E-05,1.661516023,2.115437506,68236.80991,0.745800727,,,
5773001,8.5738E-06,1.496853815,1.929570437,82327.81224,0.705862501,,,
5774001,1.69362E-05,1.643162634,2.01619004,42810.43273,0.725044398,,,
5775001,1.97423E-05,2.059693286,2.568319377,41791.15698,0.825052132,,,
5776001,7.66453E-06,1.046725052,1.49910708,77639.31008,0.595068851,,,
5777001,1.62516E-05,2.021448761,2.452583114,49661.84853,0.807083789,,,
5778001,1.44291E-05,1.905269971,2.356637436,54822.27531,0.791037408,,,
5779001,9.94413E-06,1.204767913,1.606541431,62870.66336,0.625194194,,,
5780001,8.80076E-06,1.337497313,1.602781612,70922.04698,0.624168155,,,
5781001,9.09727E-06,1.254025891,1.51522188,65920.27714,0.599694531,,,
5782001,9.84435E-06,1.450031786,1.769320186,67823.2848,0.667675826,,,
5783001,1.12592E-05,1.324733377,1.702785586,57798.682,0.65076768,,,
5784001,6.85156E-06,1.163071648,1.49169687,86539.28418,0.59292906,,,
5785001,1.01541E-05,1.422543712,1.885512309,68516.16089,0.695716585,,,
5786001,1.788E-05,1.744773042,2.210523964,42757.03403,0.764496111,,,
5787001,1.52562E-06,1.205314281,1.654496654,418257.989,0.638102473,,,
5788001,1.1637E-05,1.251893665,1.714244472,56176.54753,0.653724344,,,
5789001,1.14159E-05,1.312619915,1.536579198,53063.63806,0.605766724,,,
5790001,6.83013E-06,1.08177475,1.444667623,84795.08668,0.579161498,,,
5791001,1.54401E-05,1.770334693,2.075197859,47767.76399,0.737540264,,,
5792001,7.28568E-06,1.159824293,1.64366555,87186.93665,0.635215912,,,
5793001,1.01299E-05,1.430478249,1.844098812,67713.99662,0.685937032,,,
5794001,7.42202E-06,1.195135468,1.583090232,83368.33553,0.618761118,,,
5795001,1.63945E-05,1.744599948,2.203752264,46552.27449,0.763202467,,,
5796001,1.30449E-05,1.685505066,2.15375346,57759.98293,0.753472348,,,
5797001,1.35113E-05,1.537868658,1.979473751,53069.42355,0.717036475,,,
5798001,8.61175E-06,1.353548703,1.692821441,75267.06541,0.648181521,,,
5799001,1.61963E-05,1.77635266,2.128619379,46211.88108,0.748461231,,,
5800001,2.05931E-06,0.60721947,1.341511562,266023.7886,0.547825173,,,
5801001,1.43466E-05,1.871528788,2.280229466,54192.74679,0.777482033,,,
5802001,2.83078E-06,0.841310907,1.321544114,191317.8716,0.541578312,,,
5803001,4.75809E-06,0.989952984,1.489074518,124455.4679,0.592169902,,,
5804001,1.25526E-05,1.525993354,1.779926126,53400.52847,0.670313388,,,
5805001,2.44766E-06,0.705906842,1.137269253,196572.6443,0.481142757,,,
5806001,5.40456E-06,1.209064023,1.858935178,127571.3862,0.689467729,,,
5807001,6.29118E-06,1.278422226,1.63680561,100677.2601,0.633378986,,,
5808001,1.77651E-05,1.767330617,2.101274789,41819.00205,0.742917307,,,
5809001,4.80091E-06,0.885812501,1.240921502,107428.7281,0.515755718,,,
5810001,9.21836E-06,1.516109424,1.80897108,73489.82619,0.677455844,,,
5811001,1.925E-05,2.043234713,2.387740272,41369.21937,0.7963564,,,
5812001,6.60654E-06,1.221476862,1.546014611,92094.903,0.608428208,,,
5813001,1.065E-05,1.408988137,1.840547875,64327.38585,0.68508748,,,
5814001,1.00803E-05,1.370175202,1.821505498,67507.97121,0.680501814,,,
5815001,3.23196E-06,0.995555021,1.497597515,183985.3397,0.594633596,,,
5816001,1.14149E-05,1.481239694,2.025856628,63699.54504,0.727122891,,,
5817001,7.00225E-07,0.527768511,0.986698765,611274.938,0.42803001,,,
5818001,7.11652E-06,1.276667712,1.713574338,91835.9248,0.653551947,,,
5819001,2.30442E-07,0.880813592,1.37192347,2418072.246,0.557226513,,,
5820001,1.16673E-05,1.736316108,2.063128014,62998.34097,0.735021484,,,
5821001,6.51776E-06,1.229347457,1.691182672,99383.11913,0.64775483,,,
5822001,6.94092E-06,1.215326226,1.583642173,89168.80743,0.618913439,,,
5823001,1.31981E-05,1.719629903,2.089076639,56100.07354,0.740413055,,,
5824001,4.40462E-06,1.253141966,1.685363137,146717.8787,0.646236492,,,
5825001,6.84025E-06,1.385450055,2.219272279,112007.4178,0.766158886,,,
5826001,1.4996E-05,1.986035067,2.47768192,54088.21373,0.811107057,,,
5827001,6.5972E-06,1.195996526,1.533189599,91676.319,0.604807446,,,
5828001,8.18858E-06,1.016423557,1.472459564,71726.32728,0.587336581,,,
5829001,1.1075E-05,1.554408982,1.949839643,64148.16398,0.710441548,,,
5830001,4.72763E-06,0.959420472,1.378046284,118262.7834,0.559102784,,,
5831001,1.53956E-05,1.710452952,2.084769593,48034.81752,0.739524215,,,
5832001,2.00854E-05,1.937443291,2.282459406,38729.04869,0.777887616,,,
5833001,7.41828E-06,1.39822505,1.743856214,89141.7714,0.66127867,,,
5834001,1.11254E-05,1.585244078,1.994086057,64739.00037,0.720245,,,
5835001,1.41832E-05,1.669992609,1.955522042,50180.2676,0.711715299,,,
5836001,8.32054E-06,1.470986947,1.847804738,82545.32799,0.686821804,,,
5837001,3.11146E-06,0.956819621,1.225710831,164159.594,0.510776005,,,
5838001,8.99796E-06,1.285539505,1.686182376,71844.10256,0.646450526,,,
5839001,1.44217E-05,1.765918077,2.391134979,55259.20705,0.796930075,,,
