,beta,lnalpha,lnalpha.c,Smsy_lambert,Umsy_lambert,,132409.8585,535832.8105
577900,7.2818E-06,1.306832862,1.597576715,85520.60969,0.622744394,,,
578000,1.2685E-05,1.492192318,1.777883412,52803.07949,0.669806619,,,
578100,1.2625E-05,1.427786143,1.809675329,53673.30757,0.677627563,,,
578200,5.71268E-06,1.350734329,1.665603605,112214.5051,0.641045095,,,
578300,6.44697E-06,0.770041016,1.462490388,90649.87936,0.584417136,,,
578400,4.26559E-06,0.943980411,1.428228014,134629.1158,0.574272412,,,
578500,1.44195E-05,1.498171867,1.90691665,48592.57829,0.700678757,,,
578600,2.06535E-05,1.900641512,2.468822303,39203.77113,0.809695012,,,
578700,2.19941E-06,0.944744056,1.330872934,247568.4223,0.544504185,,,
578800,1.94823E-05,1.756778571,2.49790071,41796.64746,0.814296539,,,
578900,8.01725E-06,1.463343355,1.928636878,88016.46222,0.705650258,,,
579000,1.68213E-05,1.762463863,2.491835037,48351.93491,0.813344489,,,
579100,8.15085E-06,1.342675576,1.78824427,82490.92835,0.672370966,,,
579200,1.10002E-05,1.280526024,1.811630267,61644.93098,0.678103878,,,
579300,4.47178E-06,0.935989068,1.475058837,131512.584,0.588095379,,,
579400,9.64785E-06,1.178342369,1.699614292,67366.92398,0.649946115,,,
579500,1.02983E-05,1.266557223,1.700186242,63126.09638,0.650094391,,,
579600,8.54275E-06,1.38612391,1.865014204,80876.22369,0.690905614,,,
579700,7.00123E-06,1.2494897,1.714461636,93380.81487,0.653780198,,,
579800,1.79765E-05,1.724489296,2.159358501,41975.77379,0.754578867,,,
579900,9.33396E-06,1.253423763,1.76166972,71326.98384,0.665763442,,,
580000,2.2032E-06,0.925301773,1.34319524,248888.1492,0.548349224,,,
580100,1.09664E-05,1.287971693,1.604212178,56951.80483,0.624558791,,,
580200,1.05665E-05,1.587500119,1.996977114,68222.70286,0.720876428,,,
580300,1.94803E-05,2.03573021,2.666010288,43073.7662,0.839091415,,,
580400,4.8556E-06,1.103009458,1.457328546,120046.8145,0.582899785,,,
580500,2.89513E-06,0.980109542,1.557551531,211274.0453,0.611664894,,,
580600,9.7425E-06,1.540869125,2.152581417,77314.91884,0.753240464,,,
580700,7.47669E-06,1.137897709,1.506115952,79859.56988,0.597085372,,,
580800,5.39168E-06,0.919722589,1.370214443,103251.9889,0.556701814,,,
580900,9.55004E-06,1.275731916,1.642661788,66486.40907,0.63494755,,,
581000,2.05265E-05,2.28408877,2.729916153,41299.92947,0.847741382,,,
581100,2.08048E-05,2.025745007,2.597581722,39864.02245,0.829363282,,,
581200,1.10928E-05,1.363835019,1.96338915,64318.42772,0.713471584,,,
581300,5.36456E-06,1.147945704,1.525812451,112350.961,0.602713885,,,
581400,3.9641E-07,0.733304373,1.364743508,1400115.707,0.55501925,,,
581500,6.53296E-06,0.963526977,1.269168683,80348.36853,0.524912468,,,
581600,5.71846E-06,0.988238136,1.269302493,91800.19469,0.524955564,,,
581700,1.02705E-05,1.501427232,1.898679712,68037.14493,0.698776604,,,
581800,5.76413E-06,1.292796009,1.562455003,106353.3608,0.613034714,,,
581900,1.42235E-05,1.503671665,1.83714848,48108.66973,0.684272548,,,
582000,1.42407E-05,1.800763241,2.086559841,51956.2847,0.739893959,,,
582100,3.13389E-05,2.781392387,3.190769752,28683.82313,0.89892062,,,
582200,5.21327E-06,0.837232252,1.251482164,99590.71057,0.519192944,,,
582300,1.97439E-05,2.198213211,2.568641469,41790.20406,0.825100085,,,
582400,9.0667E-06,1.376694795,1.71256139,72053.89697,0.653291238,,,
582500,1.21032E-05,1.69858073,2.069853116,60845.41812,0.736427252,,,
582600,7.20485E-06,1.015878549,1.305250048,74454.96192,0.536437021,,,
582700,4.81117E-06,0.851019817,1.249664068,107791.3581,0.518602377,,,
582800,1.50788E-05,1.582255236,1.989806186,47703.25629,0.719308195,,,
582900,1.44624E-05,1.750755213,2.325650669,54321.96233,0.785624507,,,
583000,6.83354E-06,0.972786887,1.229517987,74928.28336,0.512025617,,,
583100,1.36681E-05,1.519511258,1.94549232,51906.43632,0.70946412,,,
583200,8.69169E-06,1.378701773,1.693451188,74593.67432,0.648345388,,,
583300,7.31367E-06,1.256477813,1.523183052,82306.98421,0.601965773,,,
583400,3.35219E-06,1.040765039,1.382723432,167213.5259,0.560532323,,,
583500,5.78276E-06,1.290210455,1.781805103,115996.3364,0.67077902,,,
583600,1.01574E-05,1.562641964,2.03345765,71745.2283,0.728748565,,,
583700,7.98153E-06,1.760872254,2.258324548,96906.94003,0.773465688,,,
583800,5.94736E-06,1.284683731,1.766955321,112165.0096,0.667085561,,,
583900,1.4472E-05,1.696070085,2.01462707,50076.38594,0.724707168,,,
584000,1.41789E-05,1.499588371,1.839283755,48296.05897,0.684784622,,,
584100,1.22424E-05,1.589077941,1.919835802,57475.80503,0.703643533,,,
584200,1.17091E-05,1.613388146,2.199770057,65115.35224,0.76243904,,,
584300,5.57616E-06,1.155674629,1.378242988,100277.3873,0.55916297,,,
584400,2.02255E-05,1.783461536,2.390126543,39393.88121,0.796759799,,,
584500,1.0201E-05,1.304561264,1.677452414,63147.32388,0.64416481,,,
584600,5.7087E-06,1.034259691,1.37853327,97964.89949,0.559251778,,,
584700,6.41914E-06,1.257044024,1.609833971,97535.02596,0.626091039,,,
584800,1.67499E-05,1.541337816,2.022305168,43364.99647,0.726360701,,,
584900,1.533E-05,1.735000957,2.126848175,48800.04523,0.748105046,,,
585000,6.15545E-06,1.246348984,1.703129823,105736.7507,0.650856773,,,
585100,1.83427E-05,1.969504173,2.483686685,44271.56354,0.812059077,,,
585200,4.34552E-06,0.766102505,1.285153993,121974.3196,0.530042014,,,
585300,9.8115E-06,1.434762715,1.73377679,67137.66269,0.658721213,,,
585400,7.44011E-06,1.099815141,1.470943856,78882.34019,0.586893648,,,
585500,2.32546E-06,0.84822553,1.459779942,250970.5718,0.583620873,,,
585600,1.30281E-05,1.655321035,2.010700746,55561.52782,0.723858583,,,
585700,6.91587E-06,1.127513611,1.407141076,82121.70402,0.567943097,,,
585800,1.05079E-05,1.340518726,2.000030964,68666.51542,0.721542202,,,
585900,5.48561E-06,1.079012034,1.576235528,112451.5412,0.616865736,,,
586000,8.71198E-06,1.361043338,1.844512161,78746.24272,0.686035812,,,
586100,1.04798E-05,1.639990003,2.031461318,69497.59842,0.728322338,,,
586200,1.46427E-05,1.83327383,2.26670763,52928.20424,0.775009689,,,
586300,6.10408E-06,1.145359107,1.545739612,99662.92459,0.608350821,,,
586400,1.25482E-05,1.612148228,2.082841904,58902.82291,0.739125619,,,
586500,1.31808E-05,1.758854249,2.114401541,56566.27799,0.74559069,,,
586600,8.23317E-06,1.389854753,1.827923521,82842.04387,0.682052986,,,
586700,2.19388E-05,2.107604569,2.385798733,36284.00707,0.796027692,,,
586800,3.69634E-06,1.153283854,1.609219264,169336.2807,0.62592372,,,
586900,5.86607E-06,0.861120144,1.495331491,101256.7773,0.593979605,,,
587000,3.34728E-06,0.913965327,1.282885045,158133.0972,0.529316231,,,
587100,1.81047E-05,2.003007658,2.497720642,44975.46916,0.814268335,,,
587200,1.08225E-05,1.315709584,1.903086802,64661.28297,0.699795484,,,
587300,2.80018E-06,0.926787425,1.402137934,202284.218,0.566431789,,,
587400,1.42538E-05,1.384888728,2.024360095,50990.02537,0.726801919,,,
587500,4.30774E-06,0.949894836,1.404920515,131686.773,0.567272782,,,
587600,7.76582E-06,1.242157605,1.630094611,81327.57453,0.631575403,,,
587700,2.23106E-05,2.271866862,2.912132524,39004.81603,0.870219765,,,
587800,1.64354E-05,2.289577147,2.876807937,52697.49161,0.866105421,,,
587900,2.63331E-06,0.890246701,1.351223121,209182.4262,0.550842174,,,
588000,1.32909E-06,0.728154872,1.235791666,386790.9613,0.514080127,,,
588100,8.76628E-06,1.317053579,1.657828119,72891.45837,0.638986949,,,
588200,7.49584E-06,1.166038463,1.48444142,78820.53871,0.590826184,,,
588300,9.48891E-06,1.448456056,1.87548845,73071.70906,0.693371169,,,
588400,8.09005E-06,1.357449349,1.879003381,85808.51391,0.694195175,,,
588500,1.42383E-05,1.548320462,1.994802935,50595.87892,0.720401675,,,
588600,1.71099E-05,1.742961191,2.075064503,43104.50228,0.737512539,,,
588700,1.38674E-05,1.900032458,2.241756807,55554.12615,0.770388832,,,
588800,9.1997E-06,1.345408869,1.854332212,74825.83476,0.688375588,,,
588900,1.29233E-05,1.453877339,1.881328731,53758.67781,0.694739374,,,
589000,1.20128E-05,1.405168663,1.832123949,56861.64437,0.68306509,,,
589100,3.45891E-06,1.124919043,1.718131827,189286.2163,0.654723139,,,
589200,2.8767E-06,1.016346686,1.371277194,193634.2978,0.557028147,,,
589300,7.80057E-06,1.031479123,1.512516722,76779.05993,0.598920673,,,
589400,6.98281E-06,1.368318998,1.806768672,96940.70184,0.67691838,,,
589500,1.39177E-05,1.814063988,2.456722221,58037.67209,0.807752185,,,
589600,1.06777E-06,0.761258677,1.085280543,433786.184,0.463182832,,,
589700,6.43615E-06,1.199907924,1.655729399,99194.42572,0.638429942,,,
589800,1.77067E-06,0.74981354,1.115550825,267519.3548,0.4736886,,,
589900,5.18284E-06,1.144097853,1.510504079,115447.2042,0.59834423,,,
590000,5.6631E-06,1.066489791,1.523786741,106326.5266,0.602137623,,,
590100,6.37773E-06,1.217911797,1.640183966,99453.06658,0.634284472,,,
590200,1.66925E-05,1.626993384,2.112036534,44637.4353,0.745110677,,,
590300,1.74175E-05,1.725332871,2.103494485,42679.52494,0.743370932,,,
590400,2.02627E-05,1.756462577,2.151254674,37160.82158,0.752977762,,,
590500,1.58384E-05,1.54976248,1.781854968,42352.27569,0.670791371,,,
590600,1.40277E-05,1.732622611,2.020348373,51750.62851,0.725940033,,,
590700,4.77879E-06,1.004872243,1.35148291,115284.8772,0.550922689,,,
590800,6.17638E-06,1.293897609,1.699716241,105235.1807,0.649972548,,,
590900,1.44364E-05,1.788358131,2.156399202,52228.74894,0.753995155,,,
591000,1.87023E-05,2.130771351,2.441935807,43061.84923,0.805355475,,,
591100,1.48103E-05,1.592727232,2.040869052,49312.12653,0.730326339,,,
591200,7.11364E-06,1.46746592,1.958287124,100136.266,0.712333538,,,
591300,1.42928E-05,1.625672027,1.885697671,48679.10739,0.695759826,,,
591400,1.43019E-05,1.599347518,1.88789895,48683.85261,0.696272987,,,
591500,9.44005E-06,1.390224833,1.840597816,72573.72439,0.685099441,,,
591600,1.67909E-05,1.995209719,2.366915735,47216.42395,0.792807718,,,
591700,6.52134E-06,1.136969366,1.604529755,95784.88427,0.62464547,,,
591800,2.16965E-05,2.026030797,2.499069844,37539.68046,0.814479571,,,
591900,1.35804E-05,1.807270687,2.324257385,57831.55565,0.785378433,,,
592000,2.1382E-05,1.749666589,2.256766492,36160.25251,0.773177775,,,
592100,4.39659E-06,0.891380955,1.264597489,119055.64,0.523438658,,,
592200,1.43195E-05,1.609825488,2.136864566,52384.03291,0.75011402,,,
592300,6.73383E-06,1.410410618,1.840093595,101722.0271,0.684978669,,,
592400,1.7314E-05,1.867717015,2.276415429,44864.73951,0.776786931,,,
592500,9.85269E-06,1.182144152,1.659017597,64886.07912,0.639302361,,,
592600,2.89547E-06,0.908071752,1.304033014,185134.4449,0.536051433,,,
592700,1.27509E-05,1.704832764,2.06813425,57726.93884,0.736068515,,,
592800,8.13908E-06,1.350135294,1.882265784,85385.39402,0.694958462,,,
592900,1.03868E-05,1.273287113,1.750886299,63836.16072,0.663053924,,,
593000,7.61133E-06,1.300038275,1.600340255,81917.43185,0.623500827,,,
593100,1.54145E-05,1.828886414,2.183577572,49259.61822,0.759314286,,,
593200,9.23217E-06,1.100860215,1.531754528,65466.79332,0.604400808,,,
593300,1.3245E-06,0.739361717,1.0391728,337426.001,0.446920063,,,
593400,9.22524E-06,1.434761575,2.014424459,78552.26539,0.724663428,,,
593500,1.43164E-05,1.402138218,1.976750498,50042.96779,0.716435352,,,
593600,7.8769E-06,1.254591819,1.678647122,81818.77574,0.644478256,,,
593700,1.23766E-05,1.541210549,1.86640211,55849.94324,0.691233184,,,
593800,6.84264E-06,0.89120667,1.22251714,74492.59814,0.509726092,,,
593900,8.02931E-06,1.101779105,1.474656181,73228.92749,0.587977897,,,
594000,7.7845E-06,1.145024706,1.572665677,79115.67371,0.615875949,,,
594100,4.99933E-08,0.632028821,1.041577784,8956713.862,0.447776095,,,
594200,5.99264E-06,1.263327363,1.601879836,104114.6663,0.623921761,,,
594300,6.78413E-06,1.262539039,1.710247809,96209.09925,0.652695229,,,
594400,1.28388E-05,1.508198799,1.933891987,55055.46507,0.706843456,,,
594500,2.66481E-06,0.934726581,1.678767307,241859.2746,0.644509776,,,
594600,3.24261E-06,0.919270051,1.320156135,166884.7049,0.54114189,,,
594700,1.62892E-05,1.711706851,2.075062989,45276.24576,0.737512224,,,
594800,1.63857E-05,1.681225794,2.15981991,46056.56792,0.754669778,,,
594900,1.49374E-05,1.703278446,2.078128629,49416.1978,0.738148998,,,
595000,3.86535E-06,1.039486123,1.593904143,160848.8472,0.621737435,,,
595100,1.08417E-05,1.426034214,2.01486747,66849.45395,0.724759058,,,
595200,4.85242E-06,1.063752849,1.660562619,131833.4618,0.639711749,,,
595300,5.19577E-06,1.034454131,1.424784666,110328.7663,0.573243344,,,
595400,1.56338E-05,1.814602616,2.175821455,48472.34456,0.757805851,,,
595500,6.71988E-06,1.340498679,1.762510379,99105.02486,0.665973983,,,
595600,3.16149E-06,1.060716885,1.452751417,183948.3755,0.581551046,,,
595700,1.56949E-05,1.753770538,2.150205689,47962.78062,0.752769898,,,
595800,1.28055E-05,1.574108839,1.908888477,54752.34577,0.701132737,,,
595900,1.12516E-05,1.639289834,2.094645998,65907.17214,0.741558825,,,
596000,1.98198E-06,0.813302841,1.243292153,260611.9038,0.516528742,,,
596100,2.38235E-07,0.684122704,1.161637626,2054370.637,0.489423272,,,
596200,4.03128E-07,0.648815678,1.079858692,1144267.972,0.461286781,,,
596300,6.77375E-06,1.221041821,1.594663494,91817.0076,0.621945796,,,
596400,5.51313E-06,1.19972684,1.627705091,114441.6274,0.630931655,,,
596500,8.30899E-06,0.970559087,1.365542109,66827.02815,0.555265132,,,
596600,1.08006E-05,1.581472329,2.121151619,69158.85417,0.746956753,,,
596700,3.27598E-06,0.796738437,1.122156713,145288.9935,0.47596325,,,
596800,6.08982E-06,1.224159731,1.640337871,104161.6723,0.634325683,,,
596900,1.35102E-05,1.616863276,2.023646823,53785.25339,0.726648834,,,
597000,1.31816E-05,1.570030498,1.877941916,52645.21356,0.693946514,,,
597100,5.77033E-06,1.134140903,1.768226729,115661.1031,0.667402999,,,
597200,1.54936E-05,1.79643737,2.279465487,50171.96705,0.777342942,,,
597300,1.10365E-05,1.574635934,1.983974427,65059.51004,0.718027763,,,
597400,7.79977E-06,1.463236612,1.855971062,88305.82766,0.688764771,,,
597500,1.87644E-05,1.98691101,2.350780629,42102.1265,0.790023061,,,
597600,1.00888E-05,1.437136968,1.726740747,65114.45775,0.656927439,,,
597700,1.54013E-05,1.877576073,2.179959051,49256.2818,0.758611488,,,
597800,9.2915E-06,1.430862924,1.836656928,73632.27918,0.684154577,,,
597900,4.45519E-06,1.072861723,1.481003163,132391.0105,0.589826973,,,
598000,1.80738E-05,1.799248434,2.208252409,42274.64313,0.7640628,,,
598100,1.09708E-05,1.343067744,1.717301987,59659.51257,0.654510104,,,
598200,6.13565E-06,1.324201522,1.715410392,106594.1206,0.654024134,,,
598300,1.15521E-05,1.398349703,1.797499394,58400.55216,0.67464893,,,
598400,3.36052E-06,1.056632421,1.428521976,170913.8888,0.574360184,,,
598500,1.39137E-05,1.551273719,2.057004755,52734.96319,0.733736373,,,
598600,2.59473E-06,0.863053649,1.297529174,205796.4244,0.533987135,,,
598700,4.2527E-06,1.026088077,1.580942481,145359.0879,0.618167979,,,
598800,8.61985E-06,1.287972595,1.623755141,73071.50193,0.62986572,,,
598900,2.26691E-05,2.365054075,2.738052572,37443.65123,0.848813233,,,
599000,1.04469E-05,1.440196447,1.79424283,64502.43839,0.673848758,,,
599100,4.02926E-06,1.106428984,1.38863672,139562.8299,0.562335067,,,
599200,1.69018E-05,1.566166207,1.85892624,40792.37654,0.689465611,,,
599300,1.87954E-06,0.890962813,1.224079674,271469.9374,0.510239957,,,
599400,1.40403E-05,1.58544545,1.841389457,48808.72053,0.685288984,,,
599500,1.1445E-05,1.579025253,2.009270116,63219.61643,0.723548876,,,
599600,1.41948E-05,1.632506826,1.98218368,50556.16958,0.71763367,,,
599700,9.62705E-06,1.207021474,1.655730419,66316.29614,0.638430213,,,
599800,1.17153E-05,1.530164065,1.850204257,58675.02356,0.687393664,,,
599900,1.15062E-05,1.56273296,2.038295081,63425.12899,0.729779201,,,
600000,2.74773E-06,0.662253536,0.96941122,153478.3817,0.421717846,,,
600100,2.03105E-05,2.255301306,2.633790316,41090.72325,0.834571871,,,
600200,1.80693E-05,1.852877134,2.328004476,43501.50664,0.786039697,,,
600300,1.44299E-05,1.669135691,2.106895505,51564.22149,0.744064742,,,
600400,5.1219E-06,0.926327786,1.289174913,103736.2132,0.53132634,,,
600500,1.65535E-06,0.749656687,1.509970225,361368.9927,0.598191228,,,
600600,3.24642E-06,1.168761372,1.972026004,220362.9622,0.715390121,,,
600700,1.07404E-05,1.28578579,1.641004218,59076.12853,0.634504073,,,
600800,1.79148E-05,2.027334074,2.291054124,43508.35411,0.77944517,,,
600900,9.05678E-06,1.109465652,1.469871745,64766.95444,0.586580144,,,
601000,2.319E-06,0.835228187,1.183714193,214251.25,0.49684908,,,
5011001,1.25793E-05,1.551915954,2.037384689,57998.88364,0.729585474,,,
5012001,7.24454E-06,0.922282076,1.265901856,72310.9425,0.523859518,,,
5013001,1.56527E-05,1.857408426,2.325633888,50190.7026,0.785621545,,,
5014001,1.12742E-05,1.478968442,1.991217008,63828.63753,0.719617275,,,
5015001,1.98999E-06,0.881834852,1.316313658,271324.5408,0.539932215,,,
5016001,8.93522E-06,1.460647991,1.747991743,74125.03866,0.662323828,,,
5017001,1.37639E-06,0.9107545,1.273815159,382454.0557,0.52640738,,,
5018001,1.81496E-05,2.071667097,2.585999966,45602.52091,0.827667932,,,
5019001,8.43833E-06,1.311383649,1.653072245,75574.61448,0.637723819,,,
5020001,1.61988E-05,1.427123276,1.941509832,43741.7934,0.708566478,,,
5021001,1.93291E-05,1.832736241,2.28719025,40288.75352,0.77874606,,,
5022001,9.47508E-06,1.565434518,2.031409878,76865.97422,0.728311348,,,
5023001,4.37129E-06,1.209075377,1.577864386,141220.6557,0.617316745,,,
5024001,8.8077E-06,1.290481682,1.562645496,69608.14151,0.613087859,,,
5025001,1.04407E-05,1.531214221,1.862026,66106.72835,0.690199444,,,
5026001,1.34468E-05,1.406780914,1.879480148,51633.53806,0.694306813,,,
5027001,1.36527E-05,1.693303589,2.03529682,53406.29291,0.729140772,,,
5028001,9.3872E-06,1.401320728,1.797459224,71868.00359,0.674639069,,,
5029001,4.79369E-06,1.325866729,1.837864614,142780.2253,0.684444359,,,
5030001,7.79362E-06,1.23452818,1.5603783,78584.17612,0.612454998,,,
5031001,5.52961E-06,0.987172913,1.451347871,105095.4962,0.581136849,,,
5032001,1.84203E-05,2.046061867,2.576375355,44855.38945,0.826248159,,,
5033001,1.12218E-06,1.093376689,1.418003546,509018.6336,0.571211667,,,
5034001,7.35015E-06,1.256594533,1.654160907,86802.77111,0.638013246,,,
5035001,2.84151E-05,2.403519662,2.952402782,30785.54882,0.874773289,,,
5036001,8.77269E-06,1.310172855,1.790719535,76713.24589,0.672981377,,,
5037001,1.42868E-05,1.684188981,2.11914294,52254.42567,0.746550854,,,
5038001,1.32427E-05,1.67181786,1.995936807,54418.64079,0.720649346,,,
5039001,8.90993E-06,1.540145785,1.950097593,79742.46981,0.710499464,,,
5040001,1.01291E-05,1.537991761,1.79748105,66604.76108,0.674644427,,,
5041001,5.47879E-06,1.098796926,1.382711497,102308.8506,0.560528679,,,
5042001,1.52261E-05,1.59178475,2.034994253,47883.24881,0.72907628,,,
5043001,8.45136E-06,1.331674375,2.024908114,86012.14724,0.726919491,,,
5044001,1.90875E-05,2.055751736,2.37291133,41589.22689,0.793834636,,,
5045001,3.54144E-06,1.065729356,1.407856786,160431.4425,0.568158992,,,
5046001,1.90773E-05,2.042233396,2.427568653,42092.09826,0.803002815,,,
5047001,1.58755E-05,1.797494619,2.184979772,47846.5284,0.75958618,,,
5048001,3.0547E-06,1.128726471,1.58054087,202329.8199,0.618056993,,,
5049001,3.88935E-06,1.234884742,1.821136959,174942.6786,0.680412568,,,
5050001,1.33155E-05,1.570251908,1.911841406,52706.19625,0.701811607,,,
5051001,9.76903E-06,1.567458275,1.975156547,73301.37964,0.716083046,,,
5052001,9.89352E-06,1.435456989,1.833630029,69078.25011,0.683427388,,,
5053001,2.17913E-05,1.961777788,2.432737038,36888.70868,0.803851875,,,
5054001,2.85894E-06,1.22996521,1.949877717,248500.8684,0.710450097,,,
5055001,1.24154E-05,1.421058035,1.726158564,52900.15324,0.656778703,,,
5056001,9.89367E-06,1.292800365,1.680548697,65190.87162,0.644976737,,,
5057001,5.99504E-06,0.879170236,1.230408286,85456.91652,0.512317528,,,
5058001,1.6357E-05,1.774043632,2.192983883,46532.60249,0.761133485,,,
5059001,1.40612E-05,1.848112462,2.262790875,55065.72559,0.774289371,,,
5060001,5.41285E-06,1.119655775,1.356587805,102072.3591,0.552502802,,,
5061001,1.12179E-05,1.501792161,1.798078253,60153.00839,0.674791007,,,
5062001,1.09417E-05,1.399602215,1.798524386,61681.39883,0.674900475,,,
5063001,1.659E-05,1.636689216,2.215310059,46136.71565,0.765406977,,,
5064001,1.29836E-05,1.612236284,2.017605369,55866.56367,0.725349494,,,
5065001,1.12527E-05,1.509448476,1.8603692,61301.71452,0.68980738,,,
5066001,1.0782E-05,1.609004851,1.873264065,64259.95513,0.692848828,,,
5067001,9.01081E-06,1.309973564,1.75769205,73774.25073,0.664765891,,,
5068001,1.40837E-05,1.783605765,2.151908102,53473.61578,0.753107172,,,
5069001,1.57945E-05,1.8441072,2.074501261,46686.96642,0.737395413,,,
5070001,3.38462E-06,1.247785455,1.571018609,181828.0991,0.615418656,,,
5071001,1.24437E-05,1.295621667,1.736576572,52993.26434,0.659433043,,,
5072001,3.76139E-06,1.05961071,1.403486076,150699.6046,0.566839387,,,
5073001,9.08288E-06,1.330586651,1.732087651,72476.04657,0.658291222,,,
5074001,9.1917E-06,1.286329675,1.534070502,65826.44203,0.605056908,,,
5075001,8.72451E-06,1.564312511,1.86999697,79325.94974,0.6920804,,,
5076001,1.49562E-05,1.841852597,2.306185437,52296.93765,0.782165546,,,
5077001,8.24519E-06,1.282559456,1.713096787,79249.69371,0.653429055,,,
5078001,4.86066E-06,0.947890099,1.525954454,124006.6184,0.602754259,,,
5079001,1.2131E-05,1.508346843,1.832134161,56307.54837,0.683067548,,,
5080001,2.06815E-05,2.129624487,2.607746188,40173.08438,0.83083941,,,
5081001,4.84361E-06,1.099864578,1.464074185,120753.3125,0.584881919,,,
5082001,1.04665E-05,1.352875529,1.708303053,62312.44748,0.652193646,,,
5083001,2.11263E-06,0.776813283,1.063253477,215585.7877,0.455452808,,,
5084001,7.78134E-06,1.11720291,1.482612417,75860.33887,0.590294862,,,
5085001,1.78536E-05,1.914189105,2.39340113,44658.30747,0.797312287,,,
5086001,5.0338E-06,1.032121185,1.353942268,109596.0653,0.551684412,,,
5087001,1.34986E-06,0.811722339,1.174681634,365829.5316,0.49381956,,,
5088001,1.44526E-05,1.372162069,1.836698156,47338.49069,0.684164473,,,
5089001,1.05317E-05,1.229032752,1.601004379,59219.51102,0.623682446,,,
5090001,3.96455E-06,0.869413592,1.230066234,129196.2547,0.51220539,,,
5091001,1.51522E-06,0.750678666,1.019373819,290281.9026,0.439840358,,,
5092001,1.93127E-05,1.896921197,2.156617503,39043.67936,0.754038252,,,
5093001,1.12665E-05,1.289511781,1.707964658,57879.99785,0.652106313,,,
5094001,3.94824E-06,1.086791723,1.542389919,153842.4582,0.607407308,,,
5095001,8.97089E-06,1.302948103,1.560206007,68266.02185,0.612406874,,,
5096001,8.8698E-06,1.257087606,1.586825676,69876.53796,0.619791137,,,
5097001,3.68785E-06,0.930139797,1.58519689,167941.2208,0.619342261,,,
5098001,1.86925E-05,2.079831345,2.382104835,42551.80158,0.795401089,,,
5099001,1.19792E-05,1.499070866,1.808545268,56544.16122,0.677351984,,,
5100001,1.04533E-05,1.529835034,1.819271168,65047.50312,0.679960455,,,
5101001,1.22202E-05,1.511218706,1.879932808,56824.82519,0.694412777,,,
5102001,1.70364E-05,1.821901669,2.123056642,43867.30174,0.747341225,,,
5103001,6.13827E-06,1.234294937,1.647588768,103655.0979,0.636263418,,,
5104001,8.9003E-06,1.459563587,1.846654984,77137.60885,0.686547509,,,
5105001,1.85522E-05,1.874158013,2.327790165,42367.1421,0.786001922,,,
5106001,1.21838E-06,0.93736119,1.338943804,448976.8564,0.547025144,,,
5107001,1.01301E-05,1.393554843,2.002781161,71286.82121,0.722140712,,,
5108001,7.33338E-06,1.533635295,2.242849868,105080.165,0.770592871,,,
5109001,4.15233E-06,0.865112553,1.167050506,118307.182,0.491250662,,,
5110001,1.60634E-05,1.929701097,2.309286303,48726.90605,0.782719619,,,
5111001,6.90986E-06,1.534182051,1.994503955,104247.6635,0.720336341,,,
5112001,1.24611E-07,0.583261109,1.078825923,3698917.609,0.460925123,,,
5113001,1.28847E-05,1.80382893,2.260508418,60061.19039,0.773868745,,,
5114001,8.52371E-07,0.839503436,1.360009353,649435.2012,0.553559718,,,
5115001,6.00358E-06,1.031361089,1.267502257,87343.77188,0.52437555,,,
5116001,1.1285E-05,1.374413534,1.838531244,60665.1845,0.684604229,,,
5117001,1.41642E-05,1.965497459,2.418409484,56585.66018,0.80149061,,,
5118001,1.3673E-05,1.562643065,1.905681035,51224.67446,0.700394008,,,
5119001,7.61541E-06,1.273298842,1.827664142,89554.01434,0.681990408,,,
5120001,9.70889E-06,1.411965536,1.776600524,68956.17877,0.669488053,,,
5121001,5.40327E-06,0.928362159,1.337713186,101168.6458,0.546641378,,,
5122001,1.69756E-05,1.681037884,2.066440198,43339.64056,0.735714579,,,
5123001,2.52783E-06,1.06820173,1.473878545,232511.7846,0.587750942,,,
5124001,1.6179E-05,1.840451995,2.263978568,47871.09281,0.774507995,,,
5125001,2.88092E-06,0.96334868,1.524394724,209069.0762,0.602310641,,,
5126001,7.12025E-06,1.113758245,1.632840612,88805.00378,0.632314174,,,
5127001,1.27446E-05,1.647438208,2.074872211,57865.54743,0.737472556,,,
5128001,1.12238E-05,1.64365589,1.988540097,64063.26096,0.719030597,,,
5129001,1.4E-05,1.679469349,2.018299838,51821.37345,0.7254991,,,
5130001,1.44963E-05,1.647197171,2.023606426,50125.76833,0.726640162,,,
5131001,1.51866E-05,1.655881264,1.955304602,46861.42053,0.711666639,,,
5132001,1.04076E-06,0.990681803,1.435828723,553960.1013,0.576537769,,,
5133001,9.50573E-06,1.496938577,1.922122523,74078.06652,0.704165938,,,
5134001,2.23716E-05,2.398882555,2.990744086,39289.79154,0.878976181,,,
5135001,1.13135E-05,1.3131862,1.599385537,55088.35334,0.623239627,,,
5136001,1.48677E-06,0.922373052,1.189734497,335533.9964,0.498861576,,,
5137001,1.46714E-05,1.686305717,2.531464707,55856.35271,0.819490857,,,
5138001,8.05738E-06,1.605378318,1.984876133,89138.95388,0.718226041,,,
5139001,1.23378E-05,1.71687997,2.209033141,61940.55894,0.764211801,,,
5140001,6.77298E-06,1.215138098,1.634695021,93431.88121,0.632812462,,,
5141001,1.21543E-05,1.647921951,2.256770351,63613.54573,0.773178488,,,
5142001,2.88435E-06,1.044970631,1.391952805,195310.677,0.563343765,,,
